case_id,mode,policy_mode,source_mode,side,frame_idx,filename,L1_x,L1_y,L2_x,L2_y,R1_x,R1_y,R2_x,R2_y,L_bbox_TL_x,L_bbox_TL_y,L_bbox_TR_x,L_bbox_TR_y,L_bbox_BR_x,L_bbox_BR_y,L_bbox_BL_x,L_bbox_BL_y,R_bbox_TL_x,R_bbox_TL_y,R_bbox_TR_x,R_bbox_TR_y,R_bbox_BR_x,R_bbox_BR_y,R_bbox_BL_x,R_bbox_BL_y,L_conf,L1_conf,L2_conf,R_conf,R1_conf,R2_conf,L1_x3d,L1_y3d,L1_z3d,L2_x3d,L2_y3d,L2_z3d,R1_x3d,R1_y3d,R1_z3d,R2_x3d,R2_y3d,R2_z3d,L1_x_kf,L1_y_kf,L2_x_kf,L2_y_kf,R1_x_kf,R1_y_kf,R2_x_kf,R2_y_kf,L1_x3d_kf,L1_y3d_kf,L1_z3d_kf,L2_x3d_kf,L2_y3d_kf,L2_z3d_kf,R1_x3d_kf,R1_y3d_kf,R1_z3d_kf,R2_x3d_kf,R2_y3d_kf,R2_z3d_kf
20,monster,monster,monster,left,5,000020_left_video_5.jpg,363.5,295.4,431.3,342.4,956.4,840.9,898.4,864.1,0.0,179.5,425.9,179.5,425.9,348.8,0.0,348.8,903.9,780.3,1399.0,780.3,1399.0,978.5,903.9,978.5,0.8998,0.9995,0.999,0.8411,0.892,0.6007,-3.6301,-15.3698,200.7351,3.1761,-12.8868,235.642,59.9676,41.2399,232.5002,54.0026,44.0057,233.854,357.2357,294.6847,429.7666,337.173,956.0406,837.516,898.8428,861.3526,-4.1734,-15.3036,199.013,3.006,-13.4473,235.3957,60.1547,41.0276,233.3786,54.0486,43.7051,233.8422
20,monster,monster,monster,right,5,000020_right_video_5.jpg,503.8,264.8,573.0,301.2,1120.3,801.9,1050.8,827.7,0.0,130.4,566.1,130.4,566.1,323.1,0.0,323.1,1051.4,747.3,1400.0,747.3,1400.0,893.3,1051.4,893.3,0.903,0.9999,0.9998,0.8061,0.9882,0.9968,-3.6301,-15.3698,200.7351,3.1761,-12.8868,235.642,59.9676,41.2399,232.5002,54.0026,44.0057,233.854,504.5231,263.0703,573.5201,299.8462,1118.0501,802.5726,1052.6666,829.0711,-4.1734,-15.3036,199.013,3.006,-13.4473,235.3957,60.1547,41.0276,233.3786,54.0486,43.7051,233.8422
20,monster,monster,monster,left,6,000020_left_video_6.jpg,362.5,295.4,431.7,338.0,959.0,835.9,897.5,854.2,0.0,179.3,426.7,179.3,426.7,346.3,0.0,346.3,900.1,780.5,1400.0,780.5,1400.0,975.4,900.1,975.4,0.9006,0.9993,0.9986,0.8619,0.9809,0.9501,-3.8714,-15.9797,208.701,3.2364,-13.4377,236.8447,59.9991,40.53,231.5359,53.7251,42.785,233.075,361.6497,295.0502,431.5925,337.5063,957.8701,834.4139,898.2621,855.4856,-3.871,-15.688,204.4708,3.2145,-13.4453,236.0065,60.0924,40.5141,232.3703,53.9006,42.9991,233.4739
20,monster,monster,monster,right,6,000020_right_video_6.jpg,504.8,263.4,572.5,294.4,1120.8,798.8,1053.5,818.3,0.0,127.9,566.7,127.9,566.7,319.3,0.0,319.3,1052.0,746.3,1400.0,746.3,1400.0,890.7,1052.0,890.7,0.9019,1.0,0.9999,0.8452,0.9949,0.9984,-3.8714,-15.9797,208.701,3.2364,-13.4377,236.8447,59.9991,40.53,231.5359,53.7251,42.785,233.075,506.2005,262.8931,574.2966,296.3977,1122.4278,797.9591,1056.4506,821.8127,-3.871,-15.688,204.4708,3.2145,-13.4453,236.0065,60.0924,40.5141,232.3703,53.9006,42.9991,233.4739
20,monster,monster,monster,left,7,000020_left_video_7.jpg,360.0,290.0,432.3,335.6,961.0,827.3,898.5,851.8,0.0,180.2,428.2,180.2,428.2,345.0,0.0,345.0,899.3,775.3,1400.0,775.3,1400.0,973.8,899.3,973.8,0.9048,0.9997,0.9994,0.883,0.9971,0.9939,-3.8978,-15.6361,197.7221,3.306,-13.7169,237.0972,60.1995,39.593,231.4774,53.6346,42.3674,232.2135,362.7566,292.6154,432.8269,336.5509,959.9175,828.778,898.3703,851.1751,-3.7308,-15.7481,202.3284,3.3572,-13.581,236.54,60.1486,39.7937,231.7314,53.7601,42.4099,232.8153
20,monster,monster,monster,right,7,000020_right_video_7.jpg,507.3,264.5,575.0,289.2,1114.1,792.7,1047.8,814.4,0.0,127.0,567.6,127.0,567.6,320.7,0.0,320.7,1051.5,746.3,1399.8,746.3,1399.8,890.7,1051.5,890.7,0.8975,1.0,0.9998,0.8016,0.9989,0.999,-3.8978,-15.6361,197.7221,3.306,-13.7169,237.0972,60.1995,39.593,231.4774,53.6346,42.3674,232.2135,508.1174,263.4055,575.7097,291.8493,1121.1526,792.7126,1055.2104,815.7935,-3.7308,-15.7481,202.3284,3.3572,-13.581,236.54,60.1486,39.7937,231.7314,53.7601,42.4099,232.8153
20,monster,monster,monster,left,8,000020_left_video_8.jpg,363.0,288.3,431.1,339.5,971.6,820.1,907.1,868.5,0.0,177.4,428.2,177.4,428.2,344.8,0.0,344.8,899.4,772.2,1399.9,772.2,1399.9,976.6,899.4,976.6,0.9022,0.9995,0.999,0.8658,0.9928,0.9836,-3.6067,-15.7271,196.9023,3.1488,-13.1826,235.2446,60.9873,38.5928,230.1398,54.4458,44.0768,231.7094,364.4175,290.1985,432.8296,337.7968,966.194,822.2055,902.5569,856.9944,-3.5396,-15.8087,200.2312,3.3499,-13.4135,236.0032,60.5612,38.9139,230.7258,54.0589,42.9148,232.1538
20,monster,monster,monster,right,8,000020_right_video_8.jpg,509.8,262.8,577.1,293.8,1122.4,794.4,1050.6,814.6,0.0,129.0,568.9,129.0,568.9,318.9,0.0,318.9,1049.4,741.7,1400.0,741.7,1400.0,888.3,1049.4,888.3,0.903,0.9999,0.9998,0.844,0.9974,0.9989,-3.6067,-15.7271,196.9023,3.1488,-13.1826,235.2446,60.9873,38.5928,230.1398,54.4458,44.0768,231.7094,510.2089,262.9991,577.3609,291.339,1123.5582,790.7872,1054.9578,812.5714,-3.5396,-15.8087,200.2312,3.3499,-13.4135,236.0032,60.5612,38.9139,230.7258,54.0589,42.9148,232.1538
20,monster,monster,monster,left,9,000020_left_video_9.jpg,366.6,293.2,434.7,328.7,969.6,813.7,901.2,853.8,0.0,179.2,431.1,179.2,431.1,345.9,0.0,345.9,896.4,768.1,1399.6,768.1,1399.6,976.3,896.4,976.3,0.905,0.9994,0.999,0.8603,0.9907,0.9933,-3.2847,-15.3156,197.3868,3.5538,-14.4091,235.9605,60.9745,38.0328,230.9028,53.8613,42.5321,231.9326,366.7999,290.9726,434.2931,333.5962,969.3034,815.4284,902.6061,854.7043,-3.2959,-15.6357,198.8989,3.5096,-13.8717,235.9538,60.8311,38.1412,230.4743,53.9938,42.6114,231.849
20,monster,monster,monster,right,9,000020_right_video_9.jpg,513.4,265.9,588.9,299.1,1132.5,793.9,1049.9,822.2,0.0,126.9,574.1,126.9,574.1,321.6,0.0,321.6,1044.4,743.7,1400.0,743.7,1400.0,887.3,1044.4,887.3,0.8927,0.9999,0.9993,0.8164,0.9969,0.9986,-3.2847,-15.3156,197.3868,3.5538,-14.4091,235.9605,60.9745,38.0328,230.9028,53.8613,42.5321,231.9326,512.956,264.2184,583.7602,293.9015,1129.4332,790.0242,1053.9027,814.7256,-3.2959,-15.6357,198.8989,3.5096,-13.8717,235.9538,60.8311,38.1412,230.4743,53.9938,42.6114,231.849
20,monster,monster,monster,left,10,000020_left_video_10.jpg,369.4,293.7,437.2,333.1,968.2,813.1,902.8,851.2,0.0,178.7,432.2,178.7,432.2,348.2,0.0,348.2,898.9,767.8,1399.7,767.8,1399.7,973.7,898.9,973.7,0.9072,0.9993,0.9989,0.8514,0.9973,0.9981,-3.0915,-15.5925,201.56,3.8537,-14.0178,237.52,60.5922,37.8236,230.0229,54.1873,42.3712,232.5904,369.3497,291.9333,436.2998,332.7331,970.3418,811.3012,903.1831,852.1411,-3.0743,-15.6283,199.9324,3.7413,-14.0079,236.6593,60.8157,37.6172,229.9889,54.0933,42.3635,232.007
20,monster,monster,monster,right,10,000020_right_video_10.jpg,512.5,263.4,579.8,296.5,1119.9,783.8,1063.4,836.0,0.0,128.7,571.9,128.7,571.9,320.3,0.0,320.3,1049.7,735.9,1400.0,735.9,1400.0,886.2,1049.7,886.2,0.9017,0.9999,0.9998,0.8416,0.9968,0.9987,-3.0915,-15.5925,201.56,3.8537,-14.0178,237.52,60.5922,37.8236,230.0229,54.1873,42.3712,232.5904,514.0569,263.9328,583.624,294.7803,1127.0852,785.4344,1059.1014,823.3938,-3.0743,-15.6283,199.9324,3.7413,-14.0079,236.6593,60.8157,37.6172,229.9889,54.0933,42.3635,232.007
20,monster,monster,monster,left,11,000020_left_video_11.jpg,368.6,295.2,436.8,332.1,966.3,805.8,908.3,858.6,0.0,177.4,432.2,177.4,432.2,347.1,0.0,347.1,897.2,761.7,1399.6,761.7,1399.6,975.7,897.2,975.7,0.9032,0.9993,0.999,0.8114,0.9972,0.9981,-3.1417,-15.3308,199.9825,3.806,-14.1153,237.3005,60.2761,36.9728,229.5937,55.3633,43.6299,235.0549,370.34,293.4016,437.3109,331.8589,969.6963,805.95,906.0074,854.1021,-2.9823,-15.4967,199.9799,3.8585,-14.1274,237.0565,60.6274,36.9702,229.5348,54.7099,42.8215,233.3282
20,monster,monster,monster,right,11,000020_right_video_11.jpg,515.8,264.3,587.1,293.7,1123.8,780.0,1055.1,817.1,0.0,126.3,572.9,126.3,572.9,320.5,0.0,320.5,1047.5,734.6,1400.0,734.6,1400.0,881.5,1047.5,881.5,0.9042,0.9999,0.9997,0.8421,0.9991,0.9994,-3.1417,-15.3308,199.9825,3.806,-14.1153,237.3005,60.2761,36.9728,229.5937,55.3633,43.6299,235.0549,515.9615,264.1248,586.4134,294.1869,1126.6213,780.9778,1058.6076,820.9892,-2.9823,-15.4967,199.9799,3.8585,-14.1274,237.0565,60.6274,36.9702,229.5348,54.7099,42.8215,233.3282
20,monster,monster,monster,left,12,000020_left_video_12.jpg,368.8,294.3,437.6,334.6,970.6,803.1,908.9,857.7,0.0,179.6,432.6,179.6,432.6,347.4,0.0,347.4,897.5,761.6,1399.5,761.6,1399.5,974.9,897.5,974.9,0.9033,0.9995,0.999,0.857,0.9986,0.9988,-3.1462,-15.5285,201.4603,3.8417,-13.6519,234.0907,60.6443,36.6291,229.2484,54.732,42.9841,232.0997,370.7071,294.0247,438.1488,332.5976,970.8681,801.8165,908.1259,855.381,-2.9587,-15.4949,200.6965,3.93,-13.9726,235.8027,60.6481,36.4654,229.1401,54.8382,42.8812,232.9015
20,monster,monster,monster,right,12,000020_right_video_12.jpg,513.5,269.1,588.6,303.9,1130.1,779.4,1059.1,803.9,0.0,126.0,574.1,126.0,574.1,321.6,0.0,321.6,1046.2,737.0,1400.0,737.0,1400.0,881.9,1046.2,881.9,0.9078,0.9999,0.9996,0.8566,0.9987,0.9995,-3.1462,-15.5285,201.4603,3.8417,-13.6519,234.0907,60.6443,36.6291,229.2484,54.732,42.9841,232.0997,515.8765,266.4969,588.7,298.5693,1128.9087,778.1819,1059.7036,812.9699,-2.9587,-15.4949,200.6965,3.93,-13.9726,235.8027,60.6481,36.4654,229.1401,54.8382,42.8812,232.9015
20,monster,monster,monster,left,13,000020_left_video_13.jpg,370.3,292.3,436.2,325.9,969.1,808.4,904.4,841.6,0.0,178.2,434.4,178.2,434.4,345.5,0.0,345.5,899.1,762.0,1399.6,762.0,1399.6,970.2,899.1,970.2,0.9048,0.9994,0.9991,0.8111,0.9977,0.9979,-2.9453,-15.4013,197.4256,3.6983,-14.6363,234.6719,61.2,37.6349,231.9614,54.7164,41.6023,234.1133,371.3252,293.4615,437.8601,329.2157,970.7515,802.2814,907.2629,848.8729,-2.8795,-15.4394,199.3032,3.8881,-14.3036,235.1567,60.9183,36.6908,230.2143,54.8837,42.2819,233.4987
20,monster,monster,monster,right,13,000020_right_video_13.jpg,512.6,265.6,581.5,291.8,1123.3,780.2,1052.3,808.6,0.0,128.0,576.1,128.0,576.1,319.1,0.0,319.1,1044.5,730.6,1400.0,730.6,1400.0,877.4,1044.5,877.4,0.9074,0.9999,0.9998,0.8369,0.998,0.9993,-2.9453,-15.4013,197.4256,3.6983,-14.6363,234.6719,61.2,37.6349,231.9614,54.7164,41.6023,234.1133,515.0632,266.5038,586.5831,296.0239,1127.1213,777.2454,1057.0195,809.5725,-2.8795,-15.4394,199.3032,3.8881,-14.3036,235.1567,60.9183,36.6908,230.2143,54.8837,42.2819,233.4987
20,monster,monster,monster,left,14,000020_left_video_14.jpg,368.8,295.2,437.2,324.7,963.9,807.7,911.0,852.5,0.0,177.2,435.6,177.2,435.6,345.0,0.0,345.0,905.6,756.9,1399.4,756.9,1399.4,976.8,905.6,976.8,0.9074,0.999,0.9986,0.811,0.9954,0.9971,-3.111,-15.2714,199.2072,3.8199,-14.8152,235.4317,60.5844,37.5258,231.7545,55.783,43.0583,235.5799,370.8033,294.3478,437.9315,326.3695,968.017,803.0954,909.4709,849.4413,-2.9245,-15.3435,199.12,3.8949,-14.6121,235.0972,60.8156,36.8977,230.9447,55.3822,42.5443,234.5921
20,monster,monster,monster,right,14,000020_right_video_14.jpg,514.7,268.7,587.7,304.9,1127.2,779.4,1053.8,811.4,0.0,126.4,578.0,126.4,578.0,319.3,0.0,319.3,1044.3,729.8,1400.0,729.8,1400.0,875.8,1044.3,875.8,0.9068,0.9999,0.9997,0.8479,0.9984,0.9995,-3.111,-15.2714,199.2072,3.8199,-14.8152,235.4317,60.5844,37.5258,231.7545,55.783,43.0583,235.5799,515.2522,267.8247,587.6121,300.1763,1127.4347,776.8042,1055.6022,808.9306,-2.9245,-15.3435,199.12,3.8949,-14.6121,235.0972,60.8156,36.8977,230.9447,55.3822,42.5443,234.5921
20,monster,monster,monster,left,15,000020_left_video_15.jpg,368.3,291.5,435.4,327.3,964.3,799.4,900.0,841.0,0.0,178.5,436.3,178.5,436.3,346.2,0.0,346.2,893.7,757.6,1399.6,757.6,1399.6,964.3,893.7,964.3,0.9063,0.9991,0.9987,0.8627,0.9961,0.996,-3.0956,-15.309,195.3098,3.6273,-14.5493,235.7416,60.3039,36.4348,230.5172,54.0248,41.3746,233.198,369.9992,293.2146,437.0212,325.8255,966.1468,800.3211,905.7277,844.8145,-2.9685,-15.2995,197.2132,3.7975,-14.6817,235.2592,60.596,36.5896,230.8735,54.8842,41.9719,234.2051
20,monster,monster,monster,right,15,000020_right_video_15.jpg,516.6,264.2,589.9,298.3,1131.1,770.4,1048.5,795.5,0.0,124.8,580.0,124.8,580.0,319.5,0.0,319.5,1043.0,726.8,1400.0,726.8,1400.0,871.9,1043.0,871.9,0.9054,0.9999,0.9997,0.8694,0.9981,0.9994,-3.0956,-15.309,195.3098,3.6273,-14.5493,235.7416,60.3039,36.4348,230.5172,54.0248,41.3746,233.198,516.1604,266.5523,589.2013,299.9918,1129.3905,772.741,1052.1068,801.5164,-2.9685,-15.2995,197.2132,3.7975,-14.6817,235.2592,60.596,36.5896,230.8735,54.8842,41.9719,234.2051
20,monster,monster,monster,left,16,000020_left_video_16.jpg,368.6,292.2,435.0,332.5,961.2,801.0,899.3,834.4,0.0,177.5,434.3,177.5,434.3,345.4,0.0,345.4,895.5,757.2,1399.2,757.2,1399.2,966.7,895.5,966.7,0.909,0.9993,0.9988,0.8711,0.9984,0.9989,-3.0924,-15.3651,196.8439,3.5772,-13.9544,235.332,60.2698,36.7887,231.6647,54.0307,40.7197,233.5517,369.4632,292.688,436.1129,328.1816,963.4322,799.457,902.5711,838.7088,-3.0089,-15.3037,196.637,3.6974,-14.4214,235.2244,60.4205,36.5683,231.32,54.4964,41.2738,234.0174
20,monster,monster,monster,right,16,000020_right_video_16.jpg,517.8,266.2,588.8,303.0,1116.3,772.1,1050.6,812.0,0.1,126.2,578.8,126.2,578.8,318.3,0.1,318.3,1039.3,726.0,1400.0,726.0,1400.0,870.9,1039.3,870.9,0.9016,0.9999,0.9997,0.8738,0.9982,0.9994,-3.0924,-15.3651,196.8439,3.5772,-13.9544,235.332,60.2698,36.7887,231.6647,54.0307,40.7197,233.5517,517.2692,266.4662,589.6356,301.8435,1123.7638,771.03,1050.7003,804.4021,-3.0089,-15.3037,196.637,3.6974,-14.4214,235.2244,60.4205,36.5683,231.32,54.4964,41.2738,234.0174
20,monster,monster,monster,left,17,000020_left_video_17.jpg,375.6,297.0,438.0,317.2,953.3,796.5,895.3,828.0,0.0,178.4,435.6,178.4,435.6,345.0,0.0,345.0,892.3,754.6,1399.1,754.6,1399.1,968.2,892.3,968.2,0.9137,0.9996,0.999,0.8644,0.9982,0.9984,-2.5385,-15.4579,203.8689,3.892,-15.5752,234.4988,59.7209,36.4886,232.8465,53.7072,40.1071,234.0374,372.3233,294.5797,436.8688,322.9158,957.9683,797.1187,898.5429,831.8367,-2.7838,-15.3583,199.6435,3.7737,-14.9721,234.8322,60.0485,36.4489,232.1604,54.0706,40.5348,234.0764
20,monster,monster,monster,right,17,000020_right_video_17.jpg,514.6,266.2,588.4,300.2,1113.2,767.0,1047.5,805.4,0.0,123.9,581.0,123.9,581.0,319.6,0.0,319.6,1039.3,722.9,1400.0,722.9,1400.0,868.2,1039.3,868.2,0.9012,0.9999,0.9997,0.8725,0.9986,0.9995,-2.5385,-15.4579,203.8689,3.892,-15.5752,234.4988,59.7209,36.4886,232.8465,53.7072,40.1071,234.0374,516.4416,266.3815,589.558,301.6899,1118.2289,767.8912,1048.4877,803.9631,-2.7838,-15.3583,199.6435,3.7737,-14.9721,234.8322,60.0485,36.4489,232.1604,54.0706,40.5348,234.0764
20,monster,monster,monster,left,18,000020_left_video_18.jpg,368.4,294.2,433.5,328.7,954.1,793.3,897.6,829.2,0.0,178.6,434.7,178.6,434.7,345.1,0.0,345.1,891.5,751.7,1399.2,751.7,1399.2,965.3,891.5,965.3,0.9102,0.999,0.9985,0.8552,0.999,0.9992,-3.2058,-15.6455,202.8559,3.3906,-14.2766,233.7918,59.6292,36.0339,232.152,53.67,40.0232,232.789,370.9601,294.6319,435.3334,324.6514,954.7506,794.2874,896.9989,828.1772,-2.9399,-15.4895,201.3882,3.5973,-14.7466,234.2442,59.7596,36.1786,232.3836,53.7734,40.0396,233.5187
20,monster,monster,monster,right,18,000020_right_video_18.jpg,516.4,268.3,587.6,307.8,1106.6,762.8,1045.4,798.1,0.0,126.0,578.6,126.0,578.6,319.6,0.0,319.6,1038.2,720.1,1400.0,720.1,1400.0,866.6,1038.2,866.6,0.8951,0.9999,0.9997,0.8814,0.999,0.9996,-3.2058,-15.6455,202.8559,3.3906,-14.2766,233.7918,59.6292,36.0339,232.152,53.67,40.0232,232.789,516.5732,267.2913,588.9738,304.9425,1111.4623,764.1264,1046.1836,800.5274,-2.9399,-15.4895,201.3882,3.5973,-14.7466,234.2442,59.7596,36.1786,232.3836,53.7734,40.0396,233.5187
20,monster,monster,monster,left,19,000020_left_video_19.jpg,373.0,294.8,436.8,318.8,953.2,792.9,896.0,828.5,0.0,177.9,434.5,177.9,434.5,346.5,0.0,346.5,891.5,749.3,1399.3,749.3,1399.3,960.1,891.5,960.1,0.9055,0.9991,0.9989,0.8555,0.9993,0.9992,-2.7149,-15.2713,198.7234,3.7747,-15.4563,235.3477,59.2833,35.8404,231.1823,53.3398,39.8303,232.1066,372.01,294.8771,435.7902,321.5401,952.5211,792.4483,895.5165,826.05,-2.8325,-15.4073,200.6005,3.6526,-15.1092,234.5921,59.4251,35.923,232.0155,53.4457,39.6832,232.7963
20,monster,monster,monster,right,19,000020_right_video_19.jpg,521.8,266.2,589.2,315.6,1106.5,766.7,1042.1,792.8,0.0,125.6,579.4,125.6,579.4,320.1,0.0,320.1,1037.3,719.2,1400.0,719.2,1400.0,862.8,1037.3,862.8,0.9112,0.9999,0.9997,0.8892,0.9997,0.9998,-2.7149,-15.2713,198.7234,3.7747,-15.4563,235.3477,59.2833,35.8404,231.1823,53.3398,39.8303,232.1066,519.1417,266.9417,589.2098,310.7373,1107.1016,763.75,1043.2997,795.8661,-2.8325,-15.4073,200.6005,3.6526,-15.1092,234.5921,59.4251,35.923,232.0155,53.4457,39.6832,232.7963
