filename,L1_x,L1_y,L2_x,L2_y,R1_x,R1_y,R2_x,R2_y,L_bbox_TL_x,L_bbox_TL_y,L_bbox_TR_x,L_bbox_TR_y,L_bbox_BR_x,L_bbox_BR_y,L_bbox_BL_x,L_bbox_BL_y,R_bbox_TL_x,R_bbox_TL_y,R_bbox_TR_x,R_bbox_TR_y,R_bbox_BR_x,R_bbox_BR_y,R_bbox_BL_x,R_bbox_BL_y,L_conf,L1_conf,L2_conf,R_conf,R1_conf,R2_conf,L1_x3d,L1_y3d,L1_z3d,L2_x3d,L2_y3d,L2_z3d,R1_x3d,R1_y3d,R1_z3d,R2_x3d,R2_y3d,R2_z3d
000017_left_video_135.jpg,317.2,336.0,410.6,400.6,851.4,372.3,741.6,377.5,0.1,198.1,416.5,198.1,416.5,415.8,0.1,415.8,720.7,319.5,1400.0,319.5,1400.0,462.0,720.7,462.0,0.8528,0.9981,0.9972,0.8731,0.9999,0.9998,-46.5779,-24.7543,295.0,-17.206,-7.0553,174.6516,31.274,-12.511,213.0479,18.2209,-11.9779,211.1223
000017_left_video_136.jpg,314.9,332.6,409.0,396.8,852.9,369.2,742.8,372.7,0.1,193.1,415.2,193.1,415.2,417.3,0.1,417.3,722.9,315.0,1399.9,315.0,1399.9,460.4,722.9,460.4,0.8448,0.9976,0.9967,0.8623,0.9999,0.9999,-43.969,-24.0226,293.3119,-16.9467,-6.9444,172.2011,31.6792,-13.4103,216.9926,16.6555,-11.1467,187.9283
000017_left_video_137.jpg,324.8,334.4,412.6,405.3,848.2,355.7,761.3,361.3,0.1,190.8,416.7,190.8,416.7,417.4,0.1,417.4,730.3,313.4,1400.0,313.4,1400.0,456.9,730.3,456.9,0.8128,0.9908,0.987,0.8697,0.9999,0.9997,-37.1268,-20.8112,252.5049,-16.4215,-6.7991,167.7152,34.7033,-15.4963,238.0396,16.2318,-10.9183,171.1773
000017_left_video_138.jpg,328.1,331.2,411.1,403.8,852.8,348.9,770.4,354.2,0.0,171.2,417.3,171.2,417.3,419.0,0.0,419.0,729.4,307.1,1400.0,307.1,1400.0,454.8,729.4,454.8,0.8408,0.9943,0.9925,0.8539,0.9999,0.9997,-32.3598,-18.6255,223.9713,-16.3193,-7.0273,167.2176,36.6041,-16.6932,247.4366,17.6071,-12.3683,178.3334
000017_left_video_139.jpg,333.1,330.4,413.4,397.9,860.3,344.0,769.4,342.8,0.0,162.3,418.4,162.3,418.4,414.2,0.0,414.2,737.8,297.8,1400.0,297.8,1400.0,448.0,737.8,448.0,0.8415,0.9986,0.9981,0.8672,0.9999,0.9996,-34.1025,-20.1249,238.9521,-17.045,-7.4307,173.9624,36.386,-16.8555,241.2699,20.0651,-15.0755,200.0767
000017_left_video_14.jpg,451.3,485.6,509.8,553.7,889.5,479.6,779.5,487.1,0.1,317.9,534.7,317.9,534.7,562.6,0.1,562.6,756.8,415.6,1400.0,415.6,1400.0,556.6,756.8,556.6,0.6858,0.9992,0.9989,0.7366,1.0,0.9998,-15.313,-1.1525,184.031,-7.5224,7.9407,174.3033,36.0662,0.6498,214.5853,27.5527,0.4634,257.387
000017_left_video_140.jpg,331.8,327.6,409.0,395.5,864.5,340.0,771.4,334.1,0.2,172.5,416.1,172.5,416.1,414.6,0.2,414.6,743.8,289.9,1400.0,289.9,1400.0,444.3,743.8,444.3,0.8304,0.9796,0.9755,0.8501,0.9999,0.9996,-38.5427,-23.3085,272.9342,-18.8743,-8.1464,189.9628,35.2316,-17.0164,231.9119,22.9013,-18.4386,227.3146
000017_left_video_141.jpg,338.0,316.8,406.6,397.9,860.7,331.4,769.6,321.0,0.5,159.7,417.2,159.7,417.2,415.8,0.5,415.8,745.4,281.8,1400.0,281.8,1400.0,439.2,745.4,439.2,0.8323,0.9898,0.9883,0.8518,0.9999,0.9997,-36.8612,-23.5377,268.2736,-19.6155,-8.6638,197.5214,33.935,-17.3149,223.6359,22.3012,-19.0486,220.4189
000017_left_video_142.jpg,351.6,305.9,411.5,388.5,861.4,328.2,773.9,299.1,0.2,157.1,420.6,157.1,420.6,400.5,0.2,400.5,745.0,268.6,1399.8,268.6,1399.8,434.0,745.0,434.0,0.7236,0.9781,0.9757,0.8684,0.9999,0.9998,-34.0694,-22.6567,258.4984,-19.5102,-8.3506,199.8864,33.3134,-17.6862,219.3506,21.7145,-19.7694,212.5806
000017_left_video_143.jpg,360.8,312.6,416.0,395.6,861.5,328.1,773.5,292.6,0.3,136.6,426.0,136.6,426.0,410.5,0.3,410.5,755.6,262.8,1400.0,262.8,1400.0,428.7,755.6,428.7,0.7586,0.9868,0.9847,0.8347,0.9999,0.9997,-22.5972,-15.7618,187.5097,-13.3957,-5.7322,153.4899,33.7663,-18.3042,220.4199,21.6892,-20.4733,209.6508
000017_left_video_144.jpg,554.8,413.2,547.3,469.0,867.9,324.6,779.8,288.9,0.0,31.7,431.3,31.7,431.3,407.3,0.0,407.3,761.2,256.3,1399.9,256.3,1399.9,425.0,761.2,425.0,0.7879,0.6932,0.4873,0.8774,0.9999,0.9998,-11.6834,-9.2052,115.4016,-7.3382,-3.5871,105.5841,34.1826,-18.6298,219.9993,21.0927,-20.2284,198.0533
000017_left_video_145.jpg,534.5,401.7,539.6,455.5,871.1,319.6,786.4,280.6,0.0,28.6,431.1,28.6,431.1,402.9,0.0,402.9,767.1,250.1,1400.0,250.1,1400.0,419.7,767.1,419.7,0.7835,0.1065,0.0508,0.8724,0.9999,0.9998,,,,,,,35.2574,-19.5655,225.3944,22.549,-22.1563,206.7135
000017_left_video_146.jpg,577.7,404.9,568.2,452.4,869.6,312.7,787.9,266.4,0.0,14.7,432.4,14.7,432.4,402.7,0.0,402.7,768.0,240.0,1400.0,240.0,1400.0,416.5,768.0,416.5,0.7996,0.0736,0.0385,0.8585,0.9999,0.9998,,,,,,,36.6233,-20.7271,232.9626,25.077,-25.2602,226.169
000017_left_video_147.jpg,535.5,373.3,528.9,431.4,873.3,312.7,791.0,264.8,0.0,12.7,435.4,12.7,435.4,391.2,0.0,391.2,773.0,239.2,1400.0,239.2,1400.0,415.1,773.0,415.1,0.8017,0.1255,0.069,0.872,0.9999,0.9998,,,,,,,35.7976,-20.495,224.444,25.3197,-25.4935,221.4015
000017_left_video_148.jpg,585.5,406.0,571.6,453.1,880.6,314.3,806.8,252.1,0.0,1.8,436.8,1.8,436.8,387.1,0.0,387.1,779.3,227.9,1400.0,227.9,1400.0,410.0,779.3,410.0,0.7721,0.2195,0.0996,0.8974,1.0,0.9999,-0.2085,-2.886,43.8677,,,,34.9627,-20.2655,215.9103,24.1742,-24.2331,202.7295
000017_left_video_149.jpg,571.9,404.3,562.1,450.6,881.5,311.9,809.1,247.8,0.0,1.6,435.0,1.6,435.0,375.4,0.0,375.4,783.5,220.7,1400.0,220.7,1400.0,407.3,783.5,407.3,0.6392,0.4659,0.2134,0.8915,1.0,0.9999,-0.2944,-3.0274,45.099,-0.788,-1.8445,55.9831,34.3733,-20.3311,210.609,25.1079,-25.6602,207.5649
000017_left_video_15.jpg,442.4,491.6,507.7,556.3,889.6,487.8,779.1,494.1,0.2,316.8,533.4,316.8,533.4,574.6,0.2,574.6,758.8,423.2,1400.0,423.2,1400.0,561.9,758.8,561.9,0.7734,0.9992,0.9987,0.7598,1.0,0.9998,-9.8329,-0.1505,133.0304,-5.624,7.1127,147.2429,33.1007,0.8567,197.6383,,,
000017_left_video_150.jpg,606.1,376.9,591.2,413.2,883.0,300.5,805.8,247.9,0.0,6.8,433.8,6.8,433.8,353.5,0.0,353.5,787.0,214.1,1400.0,214.1,1400.0,404.6,787.0,404.6,0.736,0.079,0.0373,0.8917,0.9999,0.9998,,,,,,,34.0894,-20.459,206.7841,26.0666,-26.967,212.6888
000017_left_video_151.jpg,580.1,403.9,567.0,448.8,887.8,303.6,814.2,244.7,0.0,2.6,437.7,2.6,437.7,353.8,0.0,353.8,790.6,206.8,1400.0,206.8,1400.0,401.1,790.6,401.1,0.7486,0.1398,0.0553,0.8931,1.0,0.9999,,,,,,,34.0839,-20.3486,202.9196,27.4847,-28.4035,218.5075
000017_left_video_152.jpg,561.8,376.7,551.8,425.1,897.0,299.6,819.8,237.3,0.1,19.5,438.4,19.5,438.4,329.4,0.1,329.4,797.0,199.1,1400.0,199.1,1400.0,396.4,797.0,396.4,0.5916,0.4169,0.2331,0.8861,1.0,0.9999,-0.7697,-3.9341,48.7533,-1.1931,-2.5414,59.9955,32.9663,-19.7624,193.34,26.6447,-27.821,207.4746
000017_left_video_153.jpg,555.5,361.9,549.6,401.2,895.6,292.8,823.7,225.3,0.1,6.4,448.2,6.4,448.2,288.9,0.1,288.9,799.6,196.4,1400.0,196.4,1400.0,393.0,799.6,393.0,0.7041,0.3808,0.1914,0.9011,0.9999,0.9999,-0.8162,-4.1083,49.138,,,,33.2806,-20.3603,195.6566,27.9037,-30.1927,216.084
000017_left_video_154.jpg,547.4,277.5,527.5,315.6,890.4,291.8,818.8,216.9,0.0,0.0,420.2,0.0,420.2,279.0,0.0,279.0,798.7,191.7,1400.0,191.7,1400.0,390.8,798.7,390.8,0.7424,0.0352,0.0304,0.8908,1.0,0.9999,,,,,,,33.7565,-20.922,198.415,31.1868,-34.4258,240.2046
000017_left_video_155.jpg,540.1,332.6,535.2,362.8,896.5,285.8,825.4,212.5,0.0,0.0,443.2,0.0,443.2,284.9,0.0,284.9,796.4,188.0,1400.0,188.0,1400.0,387.5,796.4,387.5,0.789,0.0608,0.0271,0.8789,1.0,0.9999,,,,,,,34.4907,-21.778,202.2432,35.1339,-39.6252,269.1235
000017_left_video_156.jpg,573.6,316.7,569.0,343.0,892.5,279.4,821.5,204.1,0.1,7.5,449.7,7.5,449.7,307.9,0.1,307.9,798.5,181.8,1400.0,181.8,1400.0,383.7,798.5,383.7,0.6968,0.1409,0.0797,0.8528,1.0,0.9998,,,,,,,35.4596,-22.8861,207.5774,37.2243,-42.3852,281.5732
