case_id,mode,policy_mode,source_mode,side,frame_idx,filename,L1_x,L1_y,L2_x,L2_y,R1_x,R1_y,R2_x,R2_y,L_bbox_TL_x,L_bbox_TL_y,L_bbox_TR_x,L_bbox_TR_y,L_bbox_BR_x,L_bbox_BR_y,L_bbox_BL_x,L_bbox_BL_y,R_bbox_TL_x,R_bbox_TL_y,R_bbox_TR_x,R_bbox_TR_y,R_bbox_BR_x,R_bbox_BR_y,R_bbox_BL_x,R_bbox_BL_y,L_conf,L1_conf,L2_conf,R_conf,R1_conf,R2_conf,L1_x3d,L1_y3d,L1_z3d,L2_x3d,L2_y3d,L2_z3d,R1_x3d,R1_y3d,R1_z3d,R2_x3d,R2_y3d,R2_z3d,L1_x_kf,L1_y_kf,L2_x_kf,L2_y_kf,R1_x_kf,R1_y_kf,R2_x_kf,R2_y_kf,L1_x3d_kf,L1_y3d_kf,L1_z3d_kf,L2_x3d_kf,L2_y3d_kf,L2_z3d_kf,R1_x3d_kf,R1_y3d_kf,R1_z3d_kf,R2_x3d_kf,R2_y3d_kf,R2_z3d_kf
17,tri,tri,tri,left,5,000017_left_video_5.jpg,525.4,420.5,585.5,489.2,905.1,426.7,803.8,395.3,0.3,255.5,556.1,255.5,556.1,488.0,0.3,488.0,789.0,337.5,1400.0,337.5,1400.0,510.5,789.0,510.5,0.5963,0.9983,0.9956,0.8691,1.0,0.9999,-4.7898,-4.0303,115.0923,-0.7586,1.5132,111.2271,27.3114,-4.3851,153.2347,21.563,-7.6229,177.8173,483.3175,412.9518,558.0175,492.9649,912.6843,427.9048,808.8333,395.3265,-9.1712,-6.0277,164.4685,-2.1611,1.7908,136.3271,29.5923,-4.5817,163.9306,24.9207,-8.8976,203.2387
17,tri,tri,tri,right,5,000017_right_video_5.jpg,612.4,377.5,680.5,482.7,1058.3,395.6,960.2,371.0,0.0,105.7,705.6,105.7,705.6,495.5,0.0,495.5,937.1,312.2,1400.0,312.2,1400.0,469.7,937.1,469.7,0.7905,1.0,0.9999,0.8965,1.0,0.9999,-4.7898,-4.0303,115.0923,-0.7586,1.5132,111.2271,27.3114,-4.3851,153.2347,21.563,-7.6229,177.8173,616.8673,379.1212,680.8783,478.1696,1057.5435,394.5384,962.6812,369.5496,-9.1712,-6.0277,164.4685,-2.1611,1.7908,136.3271,29.5923,-4.5817,163.9306,24.9207,-8.8976,203.2387
17,tri,tri,tri,left,6,000017_left_video_6.jpg,546.0,416.9,593.9,488.1,898.6,432.8,796.3,404.5,0.6,265.4,554.7,265.4,554.7,528.7,0.6,528.7,785.2,345.5,1400.0,345.5,1400.0,515.0,785.2,515.0,0.6761,0.999,0.9982,0.8654,1.0,0.9998,-3.0509,-3.2806,95.2512,-0.2576,1.3279,97.2552,11.5677,-1.8214,65.3416,19.1271,-5.8822,167.2347,510.0146,412.1424,574.4674,488.8317,905.199,432.5397,800.233,402.8744,-6.2319,-4.686,130.7178,-1.2555,1.552,116.1033,18.4244,-2.608,102.7293,21.069,-6.8187,179.5441
17,tri,tri,tri,right,6,000017_right_video_6.jpg,620.4,390.4,669.5,491.0,592.8,392.0,671.0,478.5,0.2,101.4,700.9,101.4,700.9,431.9,0.2,431.9,0.9,249.7,705.6,249.7,705.6,470.3,0.9,470.3,0.7316,0.9999,0.9998,0.6642,0.9999,0.9999,-3.0509,-3.2806,95.2512,-0.2576,1.3279,97.2552,11.5677,-1.8214,65.3416,19.1271,-5.8822,167.2347,617.6858,386.1942,673.9282,485.8276,815.436,395.2466,809.6737,427.804,-6.2319,-4.686,130.7178,-1.2555,1.552,116.1033,18.4244,-2.608,102.7293,21.069,-6.8187,179.5441
17,tri,tri,tri,left,7,000017_left_video_7.jpg,538.3,415.3,583.9,482.9,886.7,438.1,787.2,415.0,0.5,267.6,552.6,267.6,552.6,519.6,0.5,519.6,783.8,353.3,1400.0,353.3,1400.0,521.8,783.8,521.8,0.5982,0.9987,0.9979,0.8627,1.0,0.9999,-4.9591,-3.3551,112.7585,-2.1476,2.6215,126.3376,17.1894,-2.0172,97.7939,25.2896,-7.3017,219.8873,524.0215,411.5071,580.1828,484.086,894.7558,437.5333,790.9204,412.07,-5.305,-3.8759,118.0294,-1.6096,2.042,117.9488,14.7194,-1.6105,83.2588,21.9231,-6.3532,192.0216
17,tri,tri,tri,right,7,000017_right_video_7.jpg,608.3,382.1,666.9,488.3,1049.3,402.7,948.3,389.4,0.6,177.7,696.4,177.7,696.4,441.5,0.6,441.5,928.3,325.0,1400.0,325.0,1400.0,482.6,928.3,482.6,0.7561,0.9999,0.9998,0.9087,1.0,0.9999,-4.9591,-3.3551,112.7585,-2.1476,2.6215,126.3376,17.1894,-2.0172,97.7939,25.2896,-7.3017,219.8873,612.4586,386.1883,668.5976,488.9932,891.285,400.4949,852.329,419.4359,-5.305,-3.8759,118.0294,-1.6096,2.042,117.9488,14.7194,-1.6105,83.2588,21.9231,-6.3532,192.0216
17,tri,tri,tri,left,8,000017_left_video_8.jpg,480.1,445.9,531.7,525.0,903.8,446.6,809.6,417.0,0.0,270.7,546.5,270.7,546.5,532.6,0.0,532.6,778.2,364.1,1400.0,364.1,1400.0,528.5,778.2,528.5,0.7175,0.9959,0.9896,0.8563,1.0,0.9999,-11.8045,-4.3055,181.0693,-6.1432,5.4944,186.6634,30.7499,-2.9186,176.1755,25.6812,-6.5321,218.1569,505.3099,426.2964,558.6692,501.5971,896.4603,444.2764,796.3027,418.1973,-8.0517,-3.8414,143.4137,-3.7741,3.7458,148.8373,19.5881,-1.5731,112.4482,22.9853,-5.8632,201.2564
17,tri,tri,tri,right,8,000017_right_video_8.jpg,612.1,394.5,674.3,504.3,1051.4,411.9,954.9,393.3,0.5,118.6,698.3,118.6,698.3,495.3,0.5,495.3,924.4,333.3,1400.0,333.3,1400.0,496.1,924.4,496.1,0.801,0.9999,0.9998,0.8937,0.9999,0.9996,-11.8045,-4.3055,181.0693,-6.1432,5.4944,186.6634,30.7499,-2.9186,176.1755,25.6812,-6.5321,218.1569,611.0191,391.5953,669.14,498.2095,952.0072,407.9147,889.9759,413.1059,-8.0517,-3.8414,143.4137,-3.7741,3.7458,148.8373,19.5881,-1.5731,112.4482,22.9853,-5.8632,201.2564
17,tri,tri,tri,left,9,000017_left_video_9.jpg,448.5,446.0,512.1,534.3,899.0,453.0,797.9,426.4,0.0,274.2,544.4,274.2,544.4,550.1,0.0,550.1,772.0,372.3,1400.0,372.3,1400.0,535.0,772.0,535.0,0.7917,0.9984,0.9964,0.8411,1.0,0.9998,-25.2181,-6.4109,295.0,-8.4109,7.0861,214.6418,34.6969,-2.7307,200.7362,25.5868,-5.5249,220.0532,477.1008,436.8237,534.3959,518.4154,896.0955,451.1732,795.4388,425.7046,-16.3357,-4.8786,215.6458,-6.309,5.6341,183.4899,25.5379,-1.6475,148.1082,23.8683,-5.2202,209.3269
17,tri,tri,tri,right,9,000017_right_video_9.jpg,608.5,405.2,668.0,517.9,1050.5,420.9,950.1,405.7,0.5,150.3,690.9,150.3,690.9,515.3,0.5,515.3,920.9,344.4,1400.0,344.4,1400.0,496.6,920.9,496.6,0.8216,0.9999,0.9997,0.864,0.9999,0.9996,-25.2181,-6.4109,295.0,-8.4109,7.0861,214.6418,34.6969,-2.7307,200.7362,25.5868,-5.5249,220.0532,608.708,399.8914,667.1579,510.3189,997.1793,416.6204,916.4309,412.9149,-16.3357,-4.8786,215.6458,-6.309,5.6341,183.4899,25.5379,-1.6475,148.1082,23.8683,-5.2202,209.3269
17,tri,tri,tri,left,10,000017_left_video_10.jpg,423.9,444.5,514.2,528.2,896.0,458.4,796.1,437.9,0.0,296.6,541.2,296.6,541.2,549.9,0.0,549.9,766.6,383.7,1400.0,383.7,1400.0,538.1,766.6,538.1,0.7393,0.9989,0.9977,0.8394,1.0,0.9998,-37.5731,-7.9608,295.0,-9.024,7.3175,215.452,35.5743,-2.0903,206.1859,25.4583,-4.231,222.3434,446.5374,443.0134,519.3267,526.7417,894.9067,457.6271,794.4845,435.1811,-27.7835,-6.3727,265.2564,-8.2406,6.9514,206.6912,30.4063,-1.5401,177.0565,24.5205,-4.3153,216.2061
17,tri,tri,tri,right,10,000017_right_video_10.jpg,600.8,413.5,663.2,522.3,1042.5,424.7,943.4,415.3,0.3,201.4,688.0,201.4,688.0,527.8,0.3,527.8,916.8,354.3,1400.0,354.3,1400.0,501.9,916.8,501.9,0.7969,0.9999,0.9998,0.8793,0.9998,0.9995,-37.5731,-7.9608,295.0,-9.024,7.3175,215.452,35.5743,-2.0903,206.1859,25.4583,-4.231,222.3434,603.8425,408.9402,663.9746,519.8883,1024.9785,423.6327,932.1128,416.2912,-27.7835,-6.3727,265.2564,-8.2406,6.9514,206.6912,30.4063,-1.5401,177.0565,24.5205,-4.3153,216.2061
17,tri,tri,tri,left,11,000017_left_video_11.jpg,417.5,450.2,506.9,523.8,900.0,460.4,791.3,452.4,0.0,297.3,540.8,297.3,540.8,546.0,0.0,546.0,767.2,387.7,1400.0,387.7,1400.0,541.5,767.2,541.5,0.7745,0.9995,0.9989,0.848,1.0,0.9998,-42.258,-8.1812,295.0,-7.6389,6.9648,187.5716,33.7564,-1.3702,195.3307,23.7587,-2.8054,209.473,424.0047,449.1888,507.1505,529.3263,896.3029,462.1094,791.9648,447.4002,-37.4828,-7.5006,295.9607,-8.7342,7.5405,207.2659,32.8942,-1.2257,191.5969,24.2081,-3.1547,214.7346
17,tri,tri,tri,right,11,000017_right_video_11.jpg,594.6,414.7,657.5,528.3,1049.7,440.5,944.8,425.2,0.2,223.1,686.9,223.1,686.9,537.3,0.2,537.3,916.7,366.3,1400.0,366.3,1400.0,506.9,916.7,506.9,0.7653,0.9999,0.9996,0.8887,0.9999,0.9998,-42.258,-8.1812,295.0,-7.6389,6.9648,187.5716,33.7564,-1.3702,195.3307,23.7587,-2.8054,209.473,597.9131,414.9768,659.5022,528.1366,1045.6748,434.9096,942.7457,422.5756,-37.4828,-7.5006,295.9607,-8.7342,7.5405,207.2659,32.8942,-1.2257,191.5969,24.2081,-3.1547,214.7346
17,tri,tri,tri,left,12,000017_left_video_12.jpg,511.5,514.4,532.4,558.2,897.9,471.7,793.3,460.7,0.3,292.4,537.0,292.4,537.0,517.8,0.3,517.8,762.3,397.4,1400.0,397.4,1400.0,546.4,762.3,546.4,0.3136,0.9253,0.907,0.8343,1.0,0.9998,-36.4332,-6.3267,295.0,-6.6124,6.8061,170.9878,29.9938,-0.7768,174.7052,20.6264,-1.3952,183.75,455.0123,482.6429,512.5545,545.9815,896.6033,469.5304,791.4616,458.5156,-40.6195,-7.3332,312.1682,-8.3573,7.696,196.9466,32.5852,-0.8019,190.2387,22.5117,-1.8265,201.1566
17,tri,tri,tri,right,12,000017_right_video_12.jpg,581.2,417.7,648.2,537.0,1032.7,435.3,928.6,439.0,0.0,168.5,683.5,168.5,683.5,540.0,0.0,540.0,912.5,370.7,1400.0,370.7,1400.0,512.6,912.5,512.6,0.7644,0.9998,0.999,0.8612,1.0,0.9999,-36.4332,-6.3267,295.0,-6.6124,6.8061,170.9878,29.9938,-0.7768,174.7052,20.6264,-1.3952,183.75,588.0076,419.5532,652.4806,536.62,1049.3319,439.2972,941.1315,432.7567,-40.6195,-7.3332,312.1682,-8.3573,7.696,196.9466,32.5852,-0.8019,190.2387,22.5117,-1.8265,201.1566
17,tri,tri,tri,left,13,000017_left_video_13.jpg,425.7,462.8,513.2,539.2,893.2,474.9,786.4,474.3,0.0,320.6,534.8,320.6,534.8,562.8,0.0,562.8,760.8,406.1,1400.0,406.1,1400.0,551.4,760.8,551.4,0.6359,0.9994,0.999,0.7722,1.0,0.9998,-23.1955,-3.0423,261.0574,-7.498,7.4777,181.405,32.0183,-0.0162,188.9823,23.6857,-0.1809,217.9704,439.6576,480.9684,509.354,547.7507,894.7552,475.2947,788.236,471.1119,-35.4884,-5.5613,302.4189,-8.3157,7.9628,192.5303,32.9886,-0.2169,193.9215,22.7635,-0.4885,207.3843
17,tri,tri,tri,right,13,000017_right_video_13.jpg,582.5,428.8,658.6,524.3,1028.3,442.1,923.7,444.2,0.0,272.4,680.0,272.4,680.0,543.3,0.0,543.3,908.6,376.2,1400.0,376.2,1400.0,517.4,908.6,517.4,0.7374,0.9999,0.9999,0.8636,1.0,0.9999,-23.1955,-3.0423,261.0574,-7.498,7.4777,181.405,32.0183,-0.0162,188.9823,23.6857,-0.1809,217.9704,582.3468,426.9091,652.9793,535.2542,1046.7917,444.2287,936.1501,441.521,-35.4884,-5.5613,302.4189,-8.3157,7.9628,192.5303,32.9886,-0.2169,193.9215,22.7635,-0.4885,207.3843
17,tri,tri,tri,left,14,000017_left_video_14.jpg,451.3,485.6,509.8,553.7,889.5,479.6,779.5,487.1,0.1,317.9,534.7,317.9,534.7,562.6,0.1,562.6,756.8,415.6,1400.0,415.6,1400.0,556.6,756.8,556.6,0.6858,0.9992,0.9989,0.7366,1.0,0.9998,-15.313,-1.1525,184.031,-7.5224,7.9407,174.3033,36.0662,0.6498,214.5853,27.5527,0.4634,257.387,441.4118,488.0825,506.622,554.2229,891.814,480.5038,783.0243,484.2692,-27.2752,-3.3663,255.1733,-8.1856,8.2505,185.2333,34.9542,0.4352,207.1312,24.8402,0.5701,230.6753
17,tri,tri,tri,right,14,000017_right_video_14.jpg,575.4,434.0,648.6,540.6,1041.8,458.8,942.3,450.5,0.0,238.2,673.7,238.2,673.7,544.2,0.0,544.2,909.4,390.8,1400.0,390.8,1400.0,521.3,909.4,521.3,0.711,0.9998,0.9993,0.8231,0.9999,0.9999,-15.313,-1.1525,184.031,-7.5224,7.9407,174.3033,36.0662,0.6498,214.5853,27.5527,0.4634,257.387,576.0355,433.5332,649.3906,540.5476,1049.0496,454.3514,940.3751,449.5245,-27.2752,-3.3663,255.1733,-8.1856,8.2505,185.2333,34.9542,0.4352,207.1312,24.8402,0.5701,230.6753
17,tri,tri,tri,left,15,000017_left_video_15.jpg,442.4,491.6,507.7,556.3,889.6,487.8,779.1,494.1,0.2,316.8,533.4,316.8,533.4,574.6,0.2,574.6,758.8,423.2,1400.0,423.2,1400.0,561.9,758.8,561.9,0.7734,0.9992,0.9987,0.7598,1.0,0.9998,-9.8329,-0.1505,133.0304,-5.624,7.1127,147.2429,33.1007,0.8567,197.6383,,,,439.6289,494.3134,504.6495,558.8086,889.9567,486.9791,779.5475,494.9613,-18.5933,-1.4059,195.7862,-7.132,7.9714,167.1018,34.777,0.9106,207.3317,25.2794,1.6931,237.8405
17,tri,tri,tri,right,15,000017_right_video_15.jpg,570.7,432.6,642.9,548.9,1069.0,468.0,1010.6,463.3,0.0,197.4,678.9,197.4,678.9,549.1,0.0,549.1,1030.9,426.8,1400.0,426.8,1400.0,525.6,1030.9,525.6,0.8122,0.9999,0.9997,0.8215,0.9998,0.9994,-9.8329,-0.1505,133.0304,-5.624,7.1127,147.2429,33.1007,0.8567,197.6383,,,,570.3847,436.4744,644.6995,547.2542,1061.909,464.6923,974.8345,459.9127,-18.5933,-1.4059,195.7862,-7.132,7.9714,167.1018,34.777,0.9106,207.3317,25.2794,1.6931,237.8405
17,tri,tri,tri,left,16,000017_left_video_16.jpg,528.5,527.1,554.1,571.6,887.8,486.2,779.3,488.1,0.2,319.7,530.5,319.7,530.5,573.1,0.2,573.1,754.1,426.2,1400.0,426.2,1400.0,568.3,754.1,568.3,0.3645,0.9975,0.9954,0.8351,0.9999,0.9997,-9.2302,0.3964,127.7833,-4.9361,7.1051,137.8293,28.7575,1.2154,172.3542,18.4271,2.5963,174.8175,479.3284,513.8292,525.7322,568.0363,888.0741,489.7997,777.7239,497.7256,-12.4093,0.0771,152.5465,-6.0293,7.6939,150.1469,32.4079,1.3235,194.2056,21.2484,2.6814,201.9754
17,tri,tri,tri,right,16,000017_right_video_16.jpg,564.4,443.2,648.2,539.3,1017.1,458.7,915.0,482.1,0.7,303.0,669.8,303.0,669.8,554.1,0.7,554.1,905.6,405.5,1400.0,405.5,1400.0,535.0,905.6,535.0,0.6626,0.9999,0.9999,0.8731,1.0,0.9999,-9.2302,0.3964,127.7833,-4.9361,7.1051,137.8293,28.7575,1.2154,172.3542,18.4271,2.5963,174.8175,564.4764,442.43,644.4158,546.579,1045.5336,466.3354,953.7217,474.727,-12.4093,0.0771,152.5465,-6.0293,7.6939,150.1469,32.4079,1.3235,194.2056,21.2484,2.6814,201.9754
17,tri,tri,tri,left,17,000017_left_video_17.jpg,434.5,487.0,508.8,575.3,887.4,492.3,778.6,499.9,0.0,337.5,527.5,337.5,527.5,589.4,0.0,589.4,751.4,433.3,1400.0,433.3,1400.0,574.2,751.4,574.2,0.7074,0.9995,0.9992,0.8802,0.9999,0.9998,-13.9156,0.7285,161.7831,-6.7602,8.372,159.8244,31.9033,2.3274,195.0274,22.5593,3.97,219.6105,463.7159,507.4187,519.9291,575.2005,886.8445,493.6277,776.6555,503.3083,-10.8414,1.0688,141.7928,-6.1349,8.0522,149.5987,32.0836,2.0474,194.6224,21.5391,3.8722,208.7897
17,tri,tri,tri,right,17,000017_right_video_17.jpg,576.3,450.6,643.8,548.7,1023.9,469.9,918.4,484.6,0.1,262.2,666.2,262.2,666.2,559.5,0.1,559.5,901.4,411.9,1400.0,411.9,1400.0,540.3,901.4,540.3,0.733,0.9999,0.9996,0.8785,1.0,0.9999,-13.9156,0.7285,161.7831,-6.7602,8.372,159.8244,31.9033,2.3274,195.0274,22.5593,3.97,219.6105,566.8801,449.1731,642.7605,549.5505,1035.8405,471.3309,938.4149,484.8619,-10.8414,1.0688,141.7928,-6.1349,8.0522,149.5987,32.0836,2.0474,194.6224,21.5391,3.8722,208.7897
17,tri,tri,tri,left,18,000017_left_video_18.jpg,412.4,498.0,505.7,574.3,875.0,503.3,768.6,507.6,0.0,345.6,520.7,345.6,520.7,593.4,0.0,593.4,749.7,445.9,1400.0,445.9,1400.0,579.2,749.7,579.2,0.7429,0.9989,0.9975,0.8881,0.9999,0.9997,-15.9724,1.4227,174.8105,-7.4828,8.9796,167.9065,34.7125,3.4845,215.6182,23.8169,4.9104,234.1248,440.8077,506.1651,513.7651,578.5637,880.4754,500.6137,771.6967,509.3831,-11.4161,1.8718,145.0705,-6.6202,8.5738,154.5762,33.1974,3.0146,204.5265,22.3773,4.9502,220.1805
17,tri,tri,tri,right,18,000017_right_video_18.jpg,550.6,456.2,645.3,536.2,1030.7,477.3,932.2,491.4,0.9,313.7,665.7,313.7,665.7,560.8,0.9,560.8,904.9,421.0,1399.9,421.0,1399.9,544.1,904.9,544.1,0.5858,0.9999,0.9999,0.8672,0.9998,0.9996,-15.9724,1.4227,174.8105,-7.4828,8.9796,167.9065,34.7125,3.4845,215.6182,23.8169,4.9104,234.1248,557.5243,455.5902,642.7315,545.1673,1032.1128,477.2413,933.7902,493.4,-11.4161,1.8718,145.0705,-6.6202,8.5738,154.5762,33.1974,3.0146,204.5265,22.3773,4.9502,220.1805
17,tri,tri,tri,left,19,000017_left_video_19.jpg,424.5,503.5,506.2,576.5,876.9,510.9,776.2,519.4,0.3,338.0,517.1,338.0,517.1,597.7,0.3,597.7,749.1,453.9,1400.0,453.9,1400.0,586.0,749.1,586.0,0.6425,0.9996,0.9995,0.8753,0.9999,0.9998,-15.2482,2.073,169.2124,-8.982,10.7924,188.7511,34.3265,4.2909,213.6473,21.7903,5.4555,211.1395,430.114,506.876,509.5384,580.761,877.1717,508.2788,772.1551,517.8732,-12.0488,2.5379,148.5407,-7.7052,9.758,168.9145,33.8315,3.9753,210.4999,22.0463,5.7732,217.1346
17,tri,tri,tri,right,19,000017_right_video_19.jpg,568.1,467.2,642.1,556.9,1025.2,484.9,915.9,494.6,0.7,326.0,665.6,326.0,665.6,565.6,0.7,565.6,896.6,427.1,1399.9,427.1,1399.9,551.5,896.6,551.5,0.5781,1.0,0.9999,0.891,1.0,0.9999,-15.2482,2.073,169.2124,-8.982,10.7924,188.7511,34.3265,4.2909,213.6473,21.7903,5.4555,211.1395,559.7086,464.238,641.5954,551.1975,1027.3507,483.9499,923.4771,499.1515,-12.0488,2.5379,148.5407,-7.7052,9.758,168.9145,33.8315,3.9753,210.4999,22.0463,5.7732,217.1346
