case_id,mode,policy_mode,source_mode,side,frame_idx,filename,L1_x,L1_y,L2_x,L2_y,R1_x,R1_y,R2_x,R2_y,L_bbox_TL_x,L_bbox_TL_y,L_bbox_TR_x,L_bbox_TR_y,L_bbox_BR_x,L_bbox_BR_y,L_bbox_BL_x,L_bbox_BL_y,R_bbox_TL_x,R_bbox_TL_y,R_bbox_TR_x,R_bbox_TR_y,R_bbox_BR_x,R_bbox_BR_y,R_bbox_BL_x,R_bbox_BL_y,L_conf,L1_conf,L2_conf,R_conf,R1_conf,R2_conf,L1_x3d,L1_y3d,L1_z3d,L2_x3d,L2_y3d,L2_z3d,R1_x3d,R1_y3d,R1_z3d,R2_x3d,R2_y3d,R2_z3d,L1_x_kf,L1_y_kf,L2_x_kf,L2_y_kf,R1_x_kf,R1_y_kf,R2_x_kf,R2_y_kf,L1_x3d_kf,L1_y3d_kf,L1_z3d_kf,L2_x3d_kf,L2_y3d_kf,L2_z3d_kf,R1_x3d_kf,R1_y3d_kf,R1_z3d_kf,R2_x3d_kf,R2_y3d_kf,R2_z3d_kf
17,2d,2d,2d,right,5,000017_right_video_5.jpg,612.4,377.5,680.5,482.7,1058.3,395.6,960.2,371.0,0.0,105.7,705.6,105.7,705.6,495.5,0.0,495.5,937.1,312.2,1400.0,312.2,1400.0,469.7,937.1,469.7,0.7905,1.0,0.9999,0.8965,1.0,0.9999,,,,,,,,,,,,,616.8673,379.1212,680.8783,478.1696,1057.5435,394.5384,962.6812,369.5496,,,,,,,,,,,,
17,2d,2d,2d,left,6,000017_left_video_6.jpg,546.0,416.9,593.9,488.1,898.6,432.8,796.3,404.5,0.6,265.4,554.7,265.4,554.7,528.7,0.6,528.7,785.2,345.5,1400.0,345.5,1400.0,515.0,785.2,515.0,0.6761,0.999,0.9982,0.8654,1.0,0.9998,,,,,,,,,,,,,510.0146,412.1424,574.4674,488.8317,905.199,432.5397,800.233,402.8744,,,,,,,,,,,,
17,2d,2d,2d,right,6,000017_right_video_6.jpg,620.4,390.4,669.5,491.0,592.8,392.0,671.0,478.5,0.2,101.4,700.9,101.4,700.9,431.9,0.2,431.9,0.9,249.7,705.6,249.7,705.6,470.3,0.9,470.3,0.7316,0.9999,0.9998,0.6642,0.9999,0.9999,,,,,,,,,,,,,617.6858,386.1942,673.9282,485.8276,815.436,395.2466,809.6737,427.804,,,,,,,,,,,,
17,2d,2d,2d,left,7,000017_left_video_7.jpg,538.3,415.3,583.9,482.9,886.7,438.1,787.2,415.0,0.5,267.6,552.6,267.6,552.6,519.6,0.5,519.6,783.8,353.3,1400.0,353.3,1400.0,521.8,783.8,521.8,0.5982,0.9987,0.9979,0.8627,1.0,0.9999,,,,,,,,,,,,,524.0215,411.5071,580.1828,484.086,894.7558,437.5333,790.9204,412.07,,,,,,,,,,,,
17,2d,2d,2d,right,7,000017_right_video_7.jpg,608.3,382.1,666.9,488.3,1049.3,402.7,948.3,389.4,0.6,177.7,696.4,177.7,696.4,441.5,0.6,441.5,928.3,325.0,1400.0,325.0,1400.0,482.6,928.3,482.6,0.7561,0.9999,0.9998,0.9087,1.0,0.9999,,,,,,,,,,,,,612.4586,386.1883,668.5976,488.9932,891.285,400.4949,852.329,419.4359,,,,,,,,,,,,
17,2d,2d,2d,left,8,000017_left_video_8.jpg,480.1,445.9,531.7,525.0,903.8,446.6,809.6,417.0,0.0,270.7,546.5,270.7,546.5,532.6,0.0,532.6,778.2,364.1,1400.0,364.1,1400.0,528.5,778.2,528.5,0.7175,0.9959,0.9896,0.8563,1.0,0.9999,,,,,,,,,,,,,505.3099,426.2964,558.6692,501.5971,896.4603,444.2764,796.3027,418.1973,,,,,,,,,,,,
17,2d,2d,2d,right,8,000017_right_video_8.jpg,612.1,394.5,674.3,504.3,1051.4,411.9,954.9,393.3,0.5,118.6,698.3,118.6,698.3,495.3,0.5,495.3,924.4,333.3,1400.0,333.3,1400.0,496.1,924.4,496.1,0.801,0.9999,0.9998,0.8937,0.9999,0.9996,,,,,,,,,,,,,611.0191,391.5953,669.14,498.2095,952.0072,407.9147,889.9759,413.1059,,,,,,,,,,,,
17,2d,2d,2d,left,9,000017_left_video_9.jpg,448.5,446.0,512.1,534.3,899.0,453.0,797.9,426.4,0.0,274.2,544.4,274.2,544.4,550.1,0.0,550.1,772.0,372.3,1400.0,372.3,1400.0,535.0,772.0,535.0,0.7917,0.9984,0.9964,0.8411,1.0,0.9998,,,,,,,,,,,,,477.1008,436.8237,534.3959,518.4154,896.0955,451.1732,795.4388,425.7046,,,,,,,,,,,,
17,2d,2d,2d,right,9,000017_right_video_9.jpg,608.5,405.2,668.0,517.9,1050.5,420.9,950.1,405.7,0.5,150.3,690.9,150.3,690.9,515.3,0.5,515.3,920.9,344.4,1400.0,344.4,1400.0,496.6,920.9,496.6,0.8216,0.9999,0.9997,0.864,0.9999,0.9996,,,,,,,,,,,,,608.708,399.8914,667.1579,510.3189,997.1793,416.6204,916.4309,412.9149,,,,,,,,,,,,
17,2d,2d,2d,left,10,000017_left_video_10.jpg,423.9,444.5,514.2,528.2,896.0,458.4,796.1,437.9,0.0,296.6,541.2,296.6,541.2,549.9,0.0,549.9,766.6,383.7,1400.0,383.7,1400.0,538.1,766.6,538.1,0.7393,0.9989,0.9977,0.8394,1.0,0.9998,,,,,,,,,,,,,446.5374,443.0134,519.3267,526.7417,894.9067,457.6271,794.4845,435.1811,,,,,,,,,,,,
17,2d,2d,2d,right,10,000017_right_video_10.jpg,600.8,413.5,663.2,522.3,1042.5,424.7,943.4,415.3,0.3,201.4,688.0,201.4,688.0,527.8,0.3,527.8,916.8,354.3,1400.0,354.3,1400.0,501.9,916.8,501.9,0.7969,0.9999,0.9998,0.8793,0.9998,0.9995,,,,,,,,,,,,,603.8425,408.9402,663.9746,519.8883,1024.9785,423.6327,932.1128,416.2912,,,,,,,,,,,,
17,2d,2d,2d,left,11,000017_left_video_11.jpg,417.5,450.2,506.9,523.8,900.0,460.4,791.3,452.4,0.0,297.3,540.8,297.3,540.8,546.0,0.0,546.0,767.2,387.7,1400.0,387.7,1400.0,541.5,767.2,541.5,0.7745,0.9995,0.9989,0.848,1.0,0.9998,,,,,,,,,,,,,424.0047,449.1888,507.1505,529.3263,896.3029,462.1094,791.9648,447.4002,,,,,,,,,,,,
17,2d,2d,2d,right,11,000017_right_video_11.jpg,594.6,414.7,657.5,528.3,1049.7,440.5,944.8,425.2,0.2,223.1,686.9,223.1,686.9,537.3,0.2,537.3,916.7,366.3,1400.0,366.3,1400.0,506.9,916.7,506.9,0.7653,0.9999,0.9996,0.8887,0.9999,0.9998,,,,,,,,,,,,,597.9131,414.9768,659.5022,528.1366,1045.6748,434.9096,942.7457,422.5756,,,,,,,,,,,,
17,2d,2d,2d,left,12,000017_left_video_12.jpg,511.5,514.4,532.4,558.2,897.9,471.7,793.3,460.7,0.3,292.4,537.0,292.4,537.0,517.8,0.3,517.8,762.3,397.4,1400.0,397.4,1400.0,546.4,762.3,546.4,0.3136,0.9253,0.907,0.8343,1.0,0.9998,,,,,,,,,,,,,455.0123,482.6429,512.5545,545.9815,896.6033,469.5304,791.4616,458.5156,,,,,,,,,,,,
17,2d,2d,2d,right,12,000017_right_video_12.jpg,581.2,417.7,648.2,537.0,1032.7,435.3,928.6,439.0,0.0,168.5,683.5,168.5,683.5,540.0,0.0,540.0,912.5,370.7,1400.0,370.7,1400.0,512.6,912.5,512.6,0.7644,0.9998,0.999,0.8612,1.0,0.9999,,,,,,,,,,,,,588.0076,419.5532,652.4806,536.62,1049.3319,439.2972,941.1315,432.7567,,,,,,,,,,,,
17,2d,2d,2d,left,13,000017_left_video_13.jpg,425.7,462.8,513.2,539.2,893.2,474.9,786.4,474.3,0.0,320.6,534.8,320.6,534.8,562.8,0.0,562.8,760.8,406.1,1400.0,406.1,1400.0,551.4,760.8,551.4,0.6359,0.9994,0.999,0.7722,1.0,0.9998,,,,,,,,,,,,,439.6576,480.9684,509.354,547.7507,894.7552,475.2947,788.236,471.1119,,,,,,,,,,,,
17,2d,2d,2d,right,13,000017_right_video_13.jpg,582.5,428.8,658.6,524.3,1028.3,442.1,923.7,444.2,0.0,272.4,680.0,272.4,680.0,543.3,0.0,543.3,908.6,376.2,1400.0,376.2,1400.0,517.4,908.6,517.4,0.7374,0.9999,0.9999,0.8636,1.0,0.9999,,,,,,,,,,,,,582.3468,426.9091,652.9793,535.2542,1046.7917,444.2287,936.1501,441.521,,,,,,,,,,,,
17,2d,2d,2d,left,14,000017_left_video_14.jpg,451.3,485.6,509.8,553.7,889.5,479.6,779.5,487.1,0.1,317.9,534.7,317.9,534.7,562.6,0.1,562.6,756.8,415.6,1400.0,415.6,1400.0,556.6,756.8,556.6,0.6858,0.9992,0.9989,0.7366,1.0,0.9998,,,,,,,,,,,,,441.4118,488.0825,506.622,554.2229,891.814,480.5038,783.0243,484.2692,,,,,,,,,,,,
17,2d,2d,2d,right,14,000017_right_video_14.jpg,575.4,434.0,648.6,540.6,1041.8,458.8,942.3,450.5,0.0,238.2,673.7,238.2,673.7,544.2,0.0,544.2,909.4,390.8,1400.0,390.8,1400.0,521.3,909.4,521.3,0.711,0.9998,0.9993,0.8231,0.9999,0.9999,,,,,,,,,,,,,576.0355,433.5332,649.3906,540.5476,1049.0496,454.3514,940.3751,449.5245,,,,,,,,,,,,
17,2d,2d,2d,left,15,000017_left_video_15.jpg,442.4,491.6,507.7,556.3,889.6,487.8,779.1,494.1,0.2,316.8,533.4,316.8,533.4,574.6,0.2,574.6,758.8,423.2,1400.0,423.2,1400.0,561.9,758.8,561.9,0.7734,0.9992,0.9987,0.7598,1.0,0.9998,,,,,,,,,,,,,439.6289,494.3134,504.6495,558.8086,889.9567,486.9791,779.5475,494.9613,,,,,,,,,,,,
17,2d,2d,2d,right,15,000017_right_video_15.jpg,570.7,432.6,642.9,548.9,1069.0,468.0,1010.6,463.3,0.0,197.4,678.9,197.4,678.9,549.1,0.0,549.1,1030.9,426.8,1400.0,426.8,1400.0,525.6,1030.9,525.6,0.8122,0.9999,0.9997,0.8215,0.9998,0.9994,,,,,,,,,,,,,570.3847,436.4744,644.6995,547.2542,1061.909,464.6923,974.8345,459.9127,,,,,,,,,,,,
17,2d,2d,2d,left,16,000017_left_video_16.jpg,528.5,527.1,554.1,571.6,887.8,486.2,779.3,488.1,0.2,319.7,530.5,319.7,530.5,573.1,0.2,573.1,754.1,426.2,1400.0,426.2,1400.0,568.3,754.1,568.3,0.3645,0.9975,0.9954,0.8351,0.9999,0.9997,,,,,,,,,,,,,479.3284,513.8292,525.7322,568.0363,888.0741,489.7997,777.7239,497.7256,,,,,,,,,,,,
17,2d,2d,2d,right,16,000017_right_video_16.jpg,564.4,443.2,648.2,539.3,1017.1,458.7,915.0,482.1,0.7,303.0,669.8,303.0,669.8,554.1,0.7,554.1,905.6,405.5,1400.0,405.5,1400.0,535.0,905.6,535.0,0.6626,0.9999,0.9999,0.8731,1.0,0.9999,,,,,,,,,,,,,564.4764,442.43,644.4158,546.579,1045.5336,466.3354,953.7217,474.727,,,,,,,,,,,,
17,2d,2d,2d,left,17,000017_left_video_17.jpg,434.5,487.0,508.8,575.3,887.4,492.3,778.6,499.9,0.0,337.5,527.5,337.5,527.5,589.4,0.0,589.4,751.4,433.3,1400.0,433.3,1400.0,574.2,751.4,574.2,0.7074,0.9995,0.9992,0.8802,0.9999,0.9998,,,,,,,,,,,,,463.7159,507.4187,519.9291,575.2005,886.8445,493.6277,776.6555,503.3083,,,,,,,,,,,,
17,2d,2d,2d,right,17,000017_right_video_17.jpg,576.3,450.6,643.8,548.7,1023.9,469.9,918.4,484.6,0.1,262.2,666.2,262.2,666.2,559.5,0.1,559.5,901.4,411.9,1400.0,411.9,1400.0,540.3,901.4,540.3,0.733,0.9999,0.9996,0.8785,1.0,0.9999,,,,,,,,,,,,,566.8801,449.1731,642.7605,549.5505,1035.8405,471.3309,938.4149,484.8619,,,,,,,,,,,,
17,2d,2d,2d,left,18,000017_left_video_18.jpg,412.4,498.0,505.7,574.3,875.0,503.3,768.6,507.6,0.0,345.6,520.7,345.6,520.7,593.4,0.0,593.4,749.7,445.9,1400.0,445.9,1400.0,579.2,749.7,579.2,0.7429,0.9989,0.9975,0.8881,0.9999,0.9997,,,,,,,,,,,,,440.8077,506.1651,513.7651,578.5637,880.4754,500.6137,771.6967,509.3831,,,,,,,,,,,,
17,2d,2d,2d,right,18,000017_right_video_18.jpg,550.6,456.2,645.3,536.2,1030.7,477.3,932.2,491.4,0.9,313.7,665.7,313.7,665.7,560.8,0.9,560.8,904.9,421.0,1399.9,421.0,1399.9,544.1,904.9,544.1,0.5858,0.9999,0.9999,0.8672,0.9998,0.9996,,,,,,,,,,,,,557.5243,455.5902,642.7315,545.1673,1032.1128,477.2413,933.7902,493.4,,,,,,,,,,,,
17,2d,2d,2d,left,19,000017_left_video_19.jpg,424.5,503.5,506.2,576.5,876.9,510.9,776.2,519.4,0.3,338.0,517.1,338.0,517.1,597.7,0.3,597.7,749.1,453.9,1400.0,453.9,1400.0,586.0,749.1,586.0,0.6425,0.9996,0.9995,0.8753,0.9999,0.9998,,,,,,,,,,,,,430.114,506.876,509.5384,580.761,877.1717,508.2788,772.1551,517.8732,,,,,,,,,,,,
17,2d,2d,2d,right,19,000017_right_video_19.jpg,568.1,467.2,642.1,556.9,1025.2,484.9,915.9,494.6,0.7,326.0,665.6,326.0,665.6,565.6,0.7,565.6,896.6,427.1,1399.9,427.1,1399.9,551.5,896.6,551.5,0.5781,1.0,0.9999,0.891,1.0,0.9999,,,,,,,,,,,,,559.7086,464.238,641.5954,551.1975,1027.3507,483.9499,923.4771,499.1515,,,,,,,,,,,,
17,2d,2d,2d,left,20,000017_left_video_20.jpg,429.2,516.3,495.8,581.0,877.0,519.8,776.5,530.8,0.0,356.1,517.5,356.1,517.5,601.1,0.0,601.1,747.5,462.0,1400.0,462.0,1400.0,594.5,747.5,594.5,0.6402,0.9996,0.9994,0.8756,0.9999,0.9998,,,,,,,,,,,,,425.7948,512.7438,501.9394,583.4125,875.4189,516.9035,773.1299,527.9461,,,,,,,,,,,,
17,2d,2d,2d,right,20,000017_right_video_20.jpg,554.4,474.8,649.8,561.8,1027.8,488.5,927.3,507.6,0.5,329.1,663.9,329.1,663.9,574.4,0.5,574.4,905.2,436.2,1399.9,436.2,1399.9,560.7,905.2,560.7,0.6516,0.9999,0.9999,0.8711,0.9998,0.9996,,,,,,,,,,,,,555.6945,472.8285,644.6624,557.5319,1025.7152,489.3444,922.2052,507.6261,,,,,,,,,,,,
17,2d,2d,2d,left,21,000017_left_video_21.jpg,404.1,508.8,498.7,572.3,883.6,531.3,772.1,541.8,0.0,351.3,519.6,351.3,519.6,606.8,0.0,606.8,741.9,469.6,1399.6,469.6,1399.6,602.5,741.9,602.5,0.7744,0.9993,0.9986,0.8826,1.0,0.9999,,,,,,,,,,,,,412.2612,512.8835,498.3507,580.407,877.8005,527.2948,772.0848,538.8688,,,,,,,,,,,,
17,2d,2d,2d,right,21,000017_right_video_21.jpg,548.9,478.8,649.0,557.4,1023.9,495.4,910.3,527.2,0.0,333.2,663.2,333.2,663.2,581.8,0.0,581.8,894.9,445.2,1399.6,445.2,1399.6,565.0,894.9,565.0,0.7141,0.9999,0.9999,0.8744,1.0,0.9999,,,,,,,,,,,,,550.797,479.5615,646.6721,559.4728,1023.3257,495.3193,914.3268,521.2961,,,,,,,,,,,,
17,2d,2d,2d,left,22,000017_left_video_22.jpg,406.9,507.7,493.0,556.2,878.2,533.9,764.1,552.2,0.0,377.6,516.0,377.6,516.0,613.0,0.0,613.0,741.6,481.0,1399.5,481.0,1399.5,605.9,741.6,605.9,0.7476,0.9997,0.9997,0.8735,1.0,0.9999,,,,,,,,,,,,,405.1694,511.8478,493.8264,570.0987,877.392,534.6296,767.7917,549.9751,,,,,,,,,,,,
17,2d,2d,2d,right,22,000017_right_video_22.jpg,541.9,480.6,645.9,558.0,1030.9,502.5,918.4,536.5,0.5,348.1,661.4,348.1,661.4,586.4,0.5,586.4,892.9,460.8,1399.8,460.8,1399.8,573.1,892.9,573.1,0.7074,0.9999,0.9999,0.8885,0.9999,0.9998,,,,,,,,,,,,,544.6401,483.878,646.6337,560.4845,1025.4081,501.8317,913.3278,533.7857,,,,,,,,,,,,
17,2d,2d,2d,left,23,000017_left_video_23.jpg,401.1,516.5,492.2,565.8,875.1,538.5,759.8,567.2,0.0,386.4,513.2,386.4,513.2,616.9,0.0,616.9,735.1,489.2,1400.0,489.2,1400.0,611.6,735.1,611.6,0.7931,0.9994,0.9994,0.8636,1.0,0.9999,,,,,,,,,,,,,398.934,514.8031,490.9219,567.0653,875.8437,540.5798,762.9565,563.2258,,,,,,,,,,,,
17,2d,2d,2d,right,23,000017_right_video_23.jpg,536.5,489.2,644.2,557.9,1031.1,514.0,923.2,542.6,0.5,338.2,659.4,338.2,659.4,597.0,0.5,597.0,892.8,474.8,1399.9,474.8,1399.9,578.8,892.8,578.8,0.7606,0.9999,0.9999,0.8899,0.9999,0.9998,,,,,,,,,,,,,538.4369,489.7178,645.7117,560.614,1027.4124,510.7725,915.7792,543.6854,,,,,,,,,,,,
17,2d,2d,2d,left,24,000017_left_video_24.jpg,396.6,526.1,487.4,566.5,880.6,543.3,772.1,564.5,0.0,397.9,509.0,397.9,509.0,619.9,0.0,619.9,738.2,498.9,1400.0,498.9,1400.0,618.8,738.2,618.8,0.7819,0.9992,0.9991,0.8546,1.0,0.9999,,,,,,,,,,,,,393.8257,521.1114,487.3181,565.5919,877.4806,545.689,765.6683,569.6024,,,,,,,,,,,,
17,2d,2d,2d,right,24,000017_right_video_24.jpg,544.0,504.9,643.3,571.3,1034.0,522.0,922.6,552.6,1.5,349.8,656.0,349.8,656.0,595.5,1.5,595.5,889.7,482.5,1400.0,482.5,1400.0,584.5,889.7,584.5,0.6885,0.9999,0.9999,0.8918,0.9999,0.9998,,,,,,,,,,,,,538.3549,500.09,644.5793,566.549,1030.3736,519.7448,917.8878,553.4736,,,,,,,,,,,,
17,2d,2d,2d,left,25,000017_left_video_25.jpg,395.6,536.2,483.3,567.0,876.5,554.3,765.6,584.8,0.0,403.7,506.1,403.7,506.1,620.8,0.0,620.8,738.3,504.2,1399.9,504.2,1399.9,625.6,738.3,625.6,0.7938,0.9997,0.9996,0.8897,1.0,0.9999,,,,,,,,,,,,,391.0423,529.9198,483.4944,565.1733,876.8919,553.2023,765.014,581.741,,,,,,,,,,,,
17,2d,2d,2d,right,25,000017_right_video_25.jpg,532.5,504.6,636.2,565.6,1009.2,526.1,904.2,575.4,1.4,353.5,652.7,353.5,652.7,595.5,1.4,595.5,885.3,490.0,1400.0,490.0,1400.0,592.8,885.3,592.8,0.7281,0.9999,0.9999,0.9043,1.0,0.9999,,,,,,,,,,,,,533.7609,506.1769,640.4714,567.7402,1020.8905,526.7693,911.1,569.215,,,,,,,,,,,,
17,2d,2d,2d,left,26,000017_left_video_26.jpg,387.6,541.7,482.7,567.4,871.7,557.4,757.9,593.2,0.0,407.1,503.7,407.1,503.7,618.7,0.0,618.7,735.6,510.0,1399.8,510.0,1399.8,632.2,735.6,632.2,0.7645,0.9997,0.9996,0.8832,0.9999,0.9999,,,,,,,,,,,,,386.4863,538.0989,481.1489,565.4039,874.2779,558.8134,761.1526,592.579,,,,,,,,,,,,
17,2d,2d,2d,right,26,000017_right_video_26.jpg,523.2,511.1,632.6,569.0,1014.9,532.7,902.3,579.5,1.8,351.7,650.3,351.7,650.3,600.1,1.8,600.1,885.6,494.0,1399.8,494.0,1399.8,598.4,885.6,598.4,0.716,0.9999,0.9998,0.9055,1.0,0.9999,,,,,,,,,,,,,526.7837,512.2266,635.9773,569.6512,1016.7965,533.4977,905.5892,580.4189,,,,,,,,,,,,
17,2d,2d,2d,left,27,000017_left_video_27.jpg,759.9,630.9,698.5,636.5,872.0,572.5,753.4,595.8,0.0,416.9,499.7,416.9,499.7,628.3,0.0,628.3,734.2,514.9,1400.0,514.9,1400.0,636.8,734.2,636.8,0.5589,0.9899,0.9822,0.8772,1.0,0.9999,,,,,,,,,,,,,558.2083,584.6669,580.9753,598.1105,872.6494,568.6527,756.518,599.6578,,,,,,,,,,,,
17,2d,2d,2d,right,27,000017_right_video_27.jpg,538.1,526.2,632.7,573.2,1012.9,539.4,898.6,604.6,1.0,385.4,646.9,385.4,646.9,606.4,1.0,606.4,883.0,498.4,1399.6,498.4,1399.6,608.3,883.0,608.3,0.6192,0.9999,0.9999,0.9173,1.0,0.9999,,,,,,,,,,,,,529.5071,522.3414,633.1372,572.5368,1013.4042,540.0964,900.4445,597.9827,,,,,,,,,,,,
17,2d,2d,2d,left,28,000017_left_video_28.jpg,521.1,591.9,540.5,607.4,868.8,573.1,770.8,603.4,0.0,421.5,496.4,421.5,496.4,635.4,0.0,635.4,737.3,522.0,1400.0,522.0,1400.0,644.2,737.3,644.2,0.5755,0.9977,0.9964,0.8982,0.9999,0.9996,,,,,,,,,,,,,567.5225,597.9952,577.4671,607.5368,870.1917,574.7357,761.7256,606.417,,,,,,,,,,,,
17,2d,2d,2d,right,28,000017_right_video_28.jpg,520.5,521.3,613.3,587.2,1020.0,553.3,908.7,602.6,0.4,340.3,646.1,340.3,646.1,612.5,0.4,612.5,883.9,507.7,1399.8,507.7,1399.8,614.1,883.9,614.1,0.7058,0.9999,0.9997,0.9053,0.9999,0.9999,,,,,,,,,,,,,523.9872,526.0026,622.4944,580.7134,1014.8417,550.0056,902.1549,607.3697,,,,,,,,,,,,
