filename,L1_x,L1_y,L2_x,L2_y,R1_x,R1_y,R2_x,R2_y,L_bbox_TL_x,L_bbox_TL_y,L_bbox_TR_x,L_bbox_TR_y,L_bbox_BR_x,L_bbox_BR_y,L_bbox_BL_x,L_bbox_BL_y,R_bbox_TL_x,R_bbox_TL_y,R_bbox_TR_x,R_bbox_TR_y,R_bbox_BR_x,R_bbox_BR_y,R_bbox_BL_x,R_bbox_BL_y,L_conf,L1_conf,L2_conf,R_conf,R1_conf,R2_conf
000017_left_video_106.jpg,296.5,458.3,388.9,422.7,837.8,475.4,720.7,562.9,0.4,335.1,412.8,335.1,412.8,498.1,0.4,498.1,671.3,427.0,1400.0,427.0,1400.0,576.0,671.3,576.0,0.882,0.9981,0.9987,0.8308,0.9999,0.9998
000017_left_video_107.jpg,359.7,465.3,426.8,444.0,838.0,465.6,723.6,552.6,0.7,328.2,413.5,328.2,413.5,492.7,0.7,492.7,672.3,421.7,1400.0,421.7,1400.0,559.7,672.3,559.7,0.8578,0.9953,0.9977,0.8356,0.9999,0.9999
000017_left_video_108.jpg,380.8,461.2,435.1,441.2,837.4,462.4,718.1,534.9,0.8,318.3,413.8,318.3,413.8,484.3,0.8,484.3,671.9,415.7,1400.0,415.7,1400.0,548.5,671.9,548.5,0.7976,0.9965,0.9983,0.87,0.9999,0.9998
000017_left_video_109.jpg,306.9,436.1,393.4,416.6,840.9,456.4,721.4,526.4,0.1,311.0,416.3,311.0,416.3,468.7,0.1,468.7,670.7,410.3,1400.0,410.3,1400.0,544.2,670.7,544.2,0.8326,0.9983,0.9987,0.8757,0.9999,0.9998
000017_left_video_11.jpg,417.5,450.2,506.9,523.8,900.0,460.4,791.3,452.4,0.0,297.3,540.8,297.3,540.8,546.0,0.0,546.0,767.2,387.7,1400.0,387.7,1400.0,541.5,767.2,541.5,0.7745,0.9995,0.9989,0.848,1.0,0.9998
000017_left_video_110.jpg,337.0,440.4,401.9,419.7,847.7,447.7,727.1,512.4,0.9,308.1,415.4,308.1,415.4,457.1,0.9,457.1,670.9,401.9,1400.0,401.9,1400.0,537.1,670.9,537.1,0.8414,0.9974,0.998,0.8686,0.9999,0.9998
000017_left_video_111.jpg,300.2,408.3,388.2,400.5,845.7,441.3,735.7,499.4,0.3,300.2,421.8,300.2,421.8,453.3,0.3,453.3,673.1,389.7,1400.0,389.7,1400.0,530.7,673.1,530.7,0.841,0.9993,0.9995,0.8533,0.9999,0.9998
000017_left_video_112.jpg,295.7,402.4,396.9,385.0,840.9,434.9,729.4,493.2,0.0,288.4,423.0,288.4,423.0,446.4,0.0,446.4,674.6,378.7,1400.0,378.7,1400.0,525.4,674.6,525.4,0.8621,0.9989,0.9989,0.8497,0.9999,0.9998
000017_left_video_113.jpg,293.7,393.5,395.0,381.5,852.0,415.7,735.2,480.3,0.0,285.2,423.3,285.2,423.3,440.4,0.0,440.4,678.9,372.8,1399.8,372.8,1399.8,514.5,678.9,514.5,0.8671,0.9994,0.9992,0.8599,0.9999,0.9997
000017_left_video_114.jpg,295.7,388.1,404.4,374.9,852.2,408.6,737.1,472.3,0.4,270.9,430.3,270.9,430.3,433.3,0.4,433.3,680.1,372.4,1400.0,372.4,1400.0,508.5,680.1,508.5,0.8173,0.999,0.9987,0.8527,0.9999,0.9998
000017_left_video_115.jpg,329.8,379.7,416.4,381.8,846.5,401.5,739.3,465.8,0.2,267.0,431.0,267.0,431.0,425.9,0.2,425.9,680.7,361.0,1400.0,361.0,1400.0,502.0,680.7,502.0,0.8034,0.9983,0.9986,0.8017,0.9999,0.9998
000017_left_video_116.jpg,290.3,368.0,407.7,367.1,848.1,398.4,729.5,458.3,0.1,247.8,430.9,247.8,430.9,420.2,0.1,420.2,679.5,356.6,1400.0,356.6,1400.0,496.6,679.5,496.6,0.8033,0.9997,0.9995,0.8167,0.9999,0.9998
000017_left_video_117.jpg,296.3,369.3,413.6,364.7,848.7,386.9,744.8,452.7,0.0,244.6,432.5,244.6,432.5,419.6,0.0,419.6,685.0,343.8,1400.0,343.8,1400.0,488.2,685.0,488.2,0.8001,0.9985,0.9982,0.8203,0.9999,0.9998
000017_left_video_118.jpg,296.7,361.8,420.0,361.3,854.6,381.7,750.0,437.8,0.1,245.5,436.9,245.5,436.9,408.8,0.1,408.8,686.6,340.2,1400.0,340.2,1400.0,483.8,686.6,483.8,0.8303,0.9884,0.9887,0.8381,0.9999,0.9998
000017_left_video_119.jpg,299.0,354.8,417.4,360.1,861.2,383.8,763.8,426.9,0.2,233.4,436.3,233.4,436.3,402.2,0.2,402.2,684.0,335.8,1400.0,335.8,1400.0,480.3,684.0,480.3,0.8413,0.9962,0.9958,0.8227,0.9999,0.9998
000017_left_video_12.jpg,511.5,514.4,532.4,558.2,897.9,471.7,793.3,460.7,0.3,292.4,537.0,292.4,537.0,517.8,0.3,517.8,762.3,397.4,1400.0,397.4,1400.0,546.4,762.3,546.4,0.3136,0.9253,0.907,0.8343,1.0,0.9998
000017_left_video_120.jpg,299.4,353.1,417.8,362.9,859.5,395.5,777.1,405.0,0.0,219.8,437.4,219.8,437.4,404.3,0.0,404.3,800.0,333.9,1400.0,333.9,1400.0,477.1,800.0,477.1,0.8466,0.9986,0.9981,0.7931,0.9997,0.9986
000017_left_video_121.jpg,310.3,342.7,421.6,361.4,855.0,389.1,757.9,419.3,0.1,216.1,438.6,216.1,438.6,399.9,0.1,399.9,702.2,333.5,1400.0,333.5,1400.0,474.6,702.2,474.6,0.8443,0.9994,0.9991,0.8157,0.9999,0.9997
000017_left_video_122.jpg,304.9,344.7,421.0,363.9,855.6,379.5,755.5,414.4,0.2,213.5,437.5,213.5,437.5,397.9,0.2,397.9,687.1,331.6,1400.0,331.6,1400.0,473.9,687.1,473.9,0.8473,0.9989,0.9984,0.8528,0.9999,0.9998
000017_left_video_123.jpg,303.2,342.9,419.6,364.9,851.5,377.2,752.5,413.3,0.3,208.2,436.7,208.2,436.7,395.5,0.3,395.5,690.3,330.7,1399.9,330.7,1399.9,472.9,690.3,472.9,0.8476,0.9986,0.998,0.8607,0.9999,0.9998
000017_left_video_124.jpg,309.3,344.4,422.7,373.0,850.5,375.0,750.8,407.7,0.4,208.0,434.9,208.0,434.9,397.5,0.4,397.5,689.2,327.4,1400.0,327.4,1400.0,472.4,689.2,472.4,0.8377,0.987,0.9869,0.8518,0.9999,0.9998
000017_left_video_125.jpg,322.5,340.4,422.3,382.7,852.8,372.9,751.3,406.6,0.3,203.6,434.1,203.6,434.1,395.1,0.3,395.1,694.4,320.9,1400.0,320.9,1400.0,471.4,694.4,471.4,0.8469,0.8877,0.8994,0.8501,0.9999,0.9998
000017_left_video_126.jpg,313.7,339.7,418.4,379.3,853.7,373.1,750.8,405.4,0.4,206.4,433.8,206.4,433.8,395.5,0.4,395.5,697.2,325.8,1399.9,325.8,1399.9,471.4,697.2,471.4,0.8591,0.9981,0.9974,0.8622,0.9999,0.9998
000017_left_video_127.jpg,316.9,336.3,418.4,382.5,853.8,374.7,752.5,402.8,0.3,205.3,433.2,205.3,433.2,396.2,0.3,396.2,700.7,327.2,1400.0,327.2,1400.0,471.5,700.7,471.5,0.8602,0.9974,0.997,0.8622,0.9999,0.9999
000017_left_video_128.jpg,310.1,341.6,416.5,382.7,855.7,373.4,750.2,400.6,0.3,207.0,430.2,207.0,430.2,400.4,0.3,400.4,703.0,329.1,1399.9,329.1,1399.9,470.7,703.0,470.7,0.8485,0.9971,0.9962,0.8678,1.0,0.9999
000017_left_video_129.jpg,313.7,344.0,420.9,387.1,851.5,375.6,748.4,399.3,0.3,200.4,428.3,200.4,428.3,403.4,0.3,403.4,705.4,326.9,1400.0,326.9,1400.0,471.2,705.4,471.2,0.8619,0.9983,0.9975,0.8646,1.0,0.9999
000017_left_video_13.jpg,425.7,462.8,513.2,539.2,893.2,474.9,786.4,474.3,0.0,320.6,534.8,320.6,534.8,562.8,0.0,562.8,760.8,406.1,1400.0,406.1,1400.0,551.4,760.8,551.4,0.6359,0.9994,0.999,0.7722,1.0,0.9998
000017_left_video_130.jpg,325.4,339.8,415.1,399.9,848.2,374.6,748.8,394.1,0.3,201.6,425.9,201.6,425.9,402.2,0.3,402.2,707.7,330.1,1400.0,330.1,1400.0,470.1,707.7,470.1,0.8622,0.8698,0.8987,0.8696,0.9999,0.9998
000017_left_video_131.jpg,308.3,339.5,417.0,386.8,851.9,372.1,750.7,394.9,0.4,199.2,426.2,199.2,426.2,406.0,0.4,406.0,712.8,324.8,1399.9,324.8,1399.9,468.5,712.8,468.5,0.8651,0.9968,0.9952,0.8639,0.9999,0.9998
000017_left_video_132.jpg,316.0,341.6,413.7,395.3,856.2,372.1,757.7,387.8,0.3,202.3,422.6,202.3,422.6,411.3,0.3,411.3,713.2,324.1,1400.0,324.1,1400.0,468.5,713.2,468.5,0.863,0.9941,0.9925,0.8608,0.9999,0.9998
000017_left_video_133.jpg,318.4,342.9,409.8,403.2,854.9,375.9,743.2,390.5,0.3,201.9,422.2,201.9,422.2,413.0,0.3,413.0,715.4,324.5,1400.0,324.5,1400.0,467.9,715.4,467.9,0.8517,0.9804,0.9781,0.8727,0.9999,0.9999
000017_left_video_134.jpg,313.8,338.1,413.1,396.1,853.8,370.7,758.9,379.6,0.2,202.0,421.1,202.0,421.1,416.5,0.2,416.5,716.9,324.6,1400.0,324.6,1400.0,466.3,716.9,466.3,0.8628,0.9994,0.9991,0.8609,0.9999,0.9998
000017_left_video_135.jpg,317.2,336.0,410.6,400.6,851.4,372.3,741.6,377.5,0.1,198.1,416.5,198.1,416.5,415.8,0.1,415.8,720.7,319.5,1400.0,319.5,1400.0,462.0,720.7,462.0,0.8528,0.9981,0.9972,0.8731,0.9999,0.9998
000017_left_video_136.jpg,314.9,332.6,409.0,396.8,852.9,369.2,742.8,372.7,0.1,193.1,415.2,193.1,415.2,417.3,0.1,417.3,722.9,315.0,1399.9,315.0,1399.9,460.4,722.9,460.4,0.8448,0.9976,0.9967,0.8623,0.9999,0.9999
000017_left_video_137.jpg,324.8,334.4,412.6,405.3,848.2,355.7,761.3,361.3,0.1,190.8,416.7,190.8,416.7,417.4,0.1,417.4,730.3,313.4,1400.0,313.4,1400.0,456.9,730.3,456.9,0.8128,0.9908,0.987,0.8697,0.9999,0.9997
000017_left_video_138.jpg,328.1,331.2,411.1,403.8,852.8,348.9,770.4,354.2,0.0,171.2,417.3,171.2,417.3,419.0,0.0,419.0,729.4,307.1,1400.0,307.1,1400.0,454.8,729.4,454.8,0.8408,0.9943,0.9925,0.8539,0.9999,0.9997
000017_left_video_139.jpg,333.1,330.4,413.4,397.9,860.3,344.0,769.4,342.8,0.0,162.3,418.4,162.3,418.4,414.2,0.0,414.2,737.8,297.8,1400.0,297.8,1400.0,448.0,737.8,448.0,0.8415,0.9986,0.9981,0.8672,0.9999,0.9996
000017_left_video_14.jpg,451.3,485.6,509.8,553.7,889.5,479.6,779.5,487.1,0.1,317.9,534.7,317.9,534.7,562.6,0.1,562.6,756.8,415.6,1400.0,415.6,1400.0,556.6,756.8,556.6,0.6858,0.9992,0.9989,0.7366,1.0,0.9998
000017_left_video_140.jpg,331.8,327.6,409.0,395.5,864.5,340.0,771.4,334.1,0.2,172.5,416.1,172.5,416.1,414.6,0.2,414.6,743.8,289.9,1400.0,289.9,1400.0,444.3,743.8,444.3,0.8304,0.9796,0.9755,0.8501,0.9999,0.9996
000017_left_video_141.jpg,338.0,316.8,406.6,397.9,860.7,331.4,769.6,321.0,0.5,159.7,417.2,159.7,417.2,415.8,0.5,415.8,745.4,281.8,1400.0,281.8,1400.0,439.2,745.4,439.2,0.8323,0.9898,0.9883,0.8518,0.9999,0.9997
000017_left_video_142.jpg,351.6,305.9,411.5,388.5,861.4,328.2,773.9,299.1,0.2,157.1,420.6,157.1,420.6,400.5,0.2,400.5,745.0,268.6,1399.8,268.6,1399.8,434.0,745.0,434.0,0.7236,0.9781,0.9757,0.8684,0.9999,0.9998
000017_left_video_143.jpg,360.8,312.6,416.0,395.6,861.5,328.1,773.5,292.6,0.3,136.6,426.0,136.6,426.0,410.5,0.3,410.5,755.6,262.8,1400.0,262.8,1400.0,428.7,755.6,428.7,0.7586,0.9868,0.9847,0.8347,0.9999,0.9997
000017_left_video_144.jpg,554.8,413.2,547.3,469.0,867.9,324.6,779.8,288.9,0.0,31.7,431.3,31.7,431.3,407.3,0.0,407.3,761.2,256.3,1399.9,256.3,1399.9,425.0,761.2,425.0,0.7879,0.6932,0.4873,0.8774,0.9999,0.9998
000017_left_video_145.jpg,534.5,401.7,539.6,455.5,871.1,319.6,786.4,280.6,0.0,28.6,431.1,28.6,431.1,402.9,0.0,402.9,767.1,250.1,1400.0,250.1,1400.0,419.7,767.1,419.7,0.7835,0.1065,0.0508,0.8724,0.9999,0.9998
000017_left_video_146.jpg,577.7,404.9,568.2,452.4,869.6,312.7,787.9,266.4,0.0,14.7,432.4,14.7,432.4,402.7,0.0,402.7,768.0,240.0,1400.0,240.0,1400.0,416.5,768.0,416.5,0.7996,0.0736,0.0385,0.8585,0.9999,0.9998
000017_left_video_147.jpg,535.5,373.3,528.9,431.4,873.3,312.7,791.0,264.8,0.0,12.7,435.4,12.7,435.4,391.2,0.0,391.2,773.0,239.2,1400.0,239.2,1400.0,415.1,773.0,415.1,0.8017,0.1255,0.069,0.872,0.9999,0.9998
000017_left_video_148.jpg,585.5,406.0,571.6,453.1,880.6,314.3,806.8,252.1,0.0,1.8,436.8,1.8,436.8,387.1,0.0,387.1,779.3,227.9,1400.0,227.9,1400.0,410.0,779.3,410.0,0.7721,0.2195,0.0996,0.8974,1.0,0.9999
000017_left_video_149.jpg,571.9,404.3,562.1,450.6,881.5,311.9,809.1,247.8,0.0,1.6,435.0,1.6,435.0,375.4,0.0,375.4,783.5,220.7,1400.0,220.7,1400.0,407.3,783.5,407.3,0.6392,0.4659,0.2134,0.8915,1.0,0.9999
000017_left_video_15.jpg,442.4,491.6,507.7,556.3,889.6,487.8,779.1,494.1,0.2,316.8,533.4,316.8,533.4,574.6,0.2,574.6,758.8,423.2,1400.0,423.2,1400.0,561.9,758.8,561.9,0.7734,0.9992,0.9987,0.7598,1.0,0.9998
000017_left_video_150.jpg,606.1,376.9,591.2,413.2,883.0,300.5,805.8,247.9,0.0,6.8,433.8,6.8,433.8,353.5,0.0,353.5,787.0,214.1,1400.0,214.1,1400.0,404.6,787.0,404.6,0.736,0.079,0.0373,0.8917,0.9999,0.9998
000017_left_video_151.jpg,580.1,403.9,567.0,448.8,887.8,303.6,814.2,244.7,0.0,2.6,437.7,2.6,437.7,353.8,0.0,353.8,790.6,206.8,1400.0,206.8,1400.0,401.1,790.6,401.1,0.7486,0.1398,0.0553,0.8931,1.0,0.9999
000017_left_video_152.jpg,561.8,376.7,551.8,425.1,897.0,299.6,819.8,237.3,0.1,19.5,438.4,19.5,438.4,329.4,0.1,329.4,797.0,199.1,1400.0,199.1,1400.0,396.4,797.0,396.4,0.5916,0.4169,0.2331,0.8861,1.0,0.9999
000017_left_video_153.jpg,555.5,361.9,549.6,401.2,895.6,292.8,823.7,225.3,0.1,6.4,448.2,6.4,448.2,288.9,0.1,288.9,799.6,196.4,1400.0,196.4,1400.0,393.0,799.6,393.0,0.7041,0.3808,0.1914,0.9011,0.9999,0.9999
000017_left_video_154.jpg,547.4,277.5,527.5,315.6,890.4,291.8,818.8,216.9,0.0,0.0,420.2,0.0,420.2,279.0,0.0,279.0,798.7,191.7,1400.0,191.7,1400.0,390.8,798.7,390.8,0.7424,0.0352,0.0304,0.8908,1.0,0.9999
000017_left_video_155.jpg,540.1,332.6,535.2,362.8,896.5,285.8,825.4,212.5,0.0,0.0,443.2,0.0,443.2,284.9,0.0,284.9,796.4,188.0,1400.0,188.0,1400.0,387.5,796.4,387.5,0.789,0.0608,0.0271,0.8789,1.0,0.9999
000017_left_video_156.jpg,573.6,316.7,569.0,343.0,892.5,279.4,821.5,204.1,0.1,7.5,449.7,7.5,449.7,307.9,0.1,307.9,798.5,181.8,1400.0,181.8,1400.0,383.7,798.5,383.7,0.6968,0.1409,0.0797,0.8528,1.0,0.9998
000017_left_video_157.jpg,534.9,323.7,542.4,355.4,897.1,275.7,833.8,203.3,0.1,9.9,447.5,9.9,447.5,295.2,0.1,295.2,803.1,178.5,1400.0,178.5,1400.0,385.1,803.1,385.1,0.7414,0.1966,0.1063,0.8364,0.9999,0.9997
000017_left_video_158.jpg,533.5,267.0,535.9,282.7,905.2,276.1,845.9,199.8,0.0,0.0,446.1,0.0,446.1,275.8,0.0,275.8,825.0,176.1,1400.0,176.1,1400.0,382.1,825.0,382.1,0.7949,0.0755,0.05,0.8433,0.9999,0.9998
000017_left_video_159.jpg,508.7,330.0,518.5,381.1,905.0,275.3,843.6,200.1,0.0,0.0,453.2,0.0,453.2,280.6,0.0,280.6,818.6,174.0,1400.0,174.0,1400.0,381.6,818.6,381.6,0.823,0.4163,0.2024,0.8132,0.9999,0.9998
000017_left_video_16.jpg,528.5,527.1,554.1,571.6,887.8,486.2,779.3,488.1,0.2,319.7,530.5,319.7,530.5,573.1,0.2,573.1,754.1,426.2,1400.0,426.2,1400.0,568.3,754.1,568.3,0.3645,0.9975,0.9954,0.8351,0.9999,0.9997
000017_left_video_160.jpg,493.9,315.0,506.3,366.0,905.1,262.1,836.1,183.5,0.0,0.0,457.7,0.0,457.7,277.6,0.0,277.6,820.3,168.7,1400.0,168.7,1400.0,377.3,820.3,377.3,0.8333,0.8852,0.7536,0.8817,0.9999,0.9998
000017_left_video_161.jpg,479.9,301.0,493.5,351.5,918.2,269.2,849.8,190.4,0.0,0.0,459.0,0.0,459.0,273.6,0.0,273.6,824.4,165.4,1400.0,165.4,1400.0,373.7,824.4,373.7,0.8249,0.7423,0.5297,0.8837,1.0,0.9999
000017_left_video_162.jpg,499.0,308.8,508.3,356.8,920.4,264.9,847.9,188.9,0.0,3.5,457.9,3.5,457.9,267.5,0.0,267.5,829.8,163.3,1400.0,163.3,1400.0,372.2,829.8,372.2,0.8401,0.8802,0.7562,0.8925,1.0,0.9999
000017_left_video_163.jpg,584.1,301.0,576.9,338.6,917.3,262.4,840.1,185.2,0.1,0.0,459.3,0.0,459.3,265.8,0.1,265.8,832.2,160.7,1400.0,160.7,1400.0,372.7,832.2,372.7,0.8456,0.4896,0.3263,0.9017,1.0,0.9999
000017_left_video_164.jpg,685.4,295.9,663.3,320.6,923.9,265.8,856.3,179.8,0.0,0.0,461.6,0.0,461.6,258.3,0.0,258.3,835.6,159.2,1399.9,159.2,1399.9,370.7,835.6,370.7,0.8631,0.2319,0.1495,0.9,1.0,0.9999
000017_left_video_165.jpg,579.7,301.3,572.3,335.2,927.6,266.1,863.7,179.6,0.0,0.0,464.3,0.0,464.3,259.6,0.0,259.6,838.3,159.1,1399.9,159.1,1399.9,369.8,838.3,369.8,0.857,0.0746,0.0505,0.8973,1.0,0.9999
000017_left_video_166.jpg,615.2,292.7,603.2,331.9,929.2,265.9,857.2,181.9,0.0,0.0,461.5,0.0,461.5,266.9,0.0,266.9,839.7,158.2,1400.0,158.2,1400.0,369.8,839.7,369.8,0.8199,0.5778,0.4116,0.8929,1.0,0.9999
000017_left_video_167.jpg,547.8,299.8,545.4,345.8,935.4,263.2,871.6,174.6,0.0,0.0,463.2,0.0,463.2,255.8,0.0,255.8,842.8,154.9,1399.9,154.9,1399.9,368.8,842.8,368.8,0.8582,0.338,0.2177,0.8877,1.0,0.9999
000017_left_video_168.jpg,671.9,322.3,628.1,351.4,924.1,262.8,864.6,174.4,0.0,0.0,466.4,0.0,466.4,254.5,0.0,254.5,845.0,155.5,1400.0,155.5,1400.0,370.1,845.0,370.1,0.8465,0.8539,0.7118,0.8875,0.9999,0.9999
000017_left_video_169.jpg,546.2,325.7,536.3,376.5,939.2,265.2,880.2,174.7,0.0,0.0,467.3,0.0,467.3,260.6,0.0,260.6,846.2,152.6,1400.0,152.6,1400.0,369.8,846.2,369.8,0.8561,0.734,0.5818,0.8783,1.0,0.9999
000017_left_video_17.jpg,434.5,487.0,508.8,575.3,887.4,492.3,778.6,499.9,0.0,337.5,527.5,337.5,527.5,589.4,0.0,589.4,751.4,433.3,1400.0,433.3,1400.0,574.2,751.4,574.2,0.7074,0.9995,0.9992,0.8802,0.9999,0.9998
000017_left_video_170.jpg,573.5,307.8,565.0,356.4,940.3,262.7,880.0,172.1,0.0,0.0,471.5,0.0,471.5,261.5,0.0,261.5,846.1,152.0,1399.8,152.0,1399.8,368.6,846.1,368.6,0.8426,0.5441,0.3804,0.8842,1.0,0.9999
000017_left_video_171.jpg,596.2,309.0,585.3,356.2,942.2,263.9,883.0,173.0,0.0,0.0,472.9,0.0,472.9,254.5,0.0,254.5,847.2,152.2,1400.0,152.2,1400.0,369.1,847.2,369.1,0.8491,0.6436,0.461,0.88,1.0,0.9999
000017_left_video_172.jpg,594.8,303.0,583.1,341.9,933.6,266.2,873.5,171.7,0.0,0.0,472.6,0.0,472.6,257.7,0.0,257.7,846.3,152.7,1400.0,152.7,1400.0,369.7,846.3,369.7,0.8357,0.4431,0.3042,0.8878,1.0,0.9999
000017_left_video_173.jpg,650.9,298.9,635.8,336.2,942.0,262.0,874.2,171.7,0.0,0.0,476.5,0.0,476.5,261.8,0.0,261.8,845.5,149.4,1400.0,149.4,1400.0,369.3,845.5,369.3,0.818,0.8,0.6668,0.8733,1.0,0.9999
000017_left_video_174.jpg,720.0,290.9,692.2,316.5,929.8,257.3,865.4,180.9,0.0,0.0,476.9,0.0,476.9,257.1,0.0,257.1,848.3,152.8,1400.0,152.8,1400.0,372.9,848.3,372.9,0.8571,0.614,0.4953,0.8654,0.9998,0.9995
000017_left_video_175.jpg,559.6,319.2,546.3,366.0,930.4,257.3,865.7,184.3,0.0,0.0,476.1,0.0,476.1,258.1,0.0,258.1,849.5,150.9,1400.0,150.9,1400.0,372.7,849.5,372.7,0.8532,0.9078,0.8127,0.8597,0.9999,0.9997
000017_left_video_176.jpg,647.1,316.7,621.6,351.7,930.5,257.0,867.9,181.0,0.0,0.5,481.0,0.5,481.0,255.5,0.0,255.5,848.1,151.8,1400.0,151.8,1400.0,372.2,848.1,372.2,0.873,0.9576,0.9181,0.8658,0.9998,0.9996
000017_left_video_177.jpg,537.5,299.7,530.4,350.4,931.0,261.5,869.7,169.5,0.0,0.0,482.6,0.0,482.6,255.8,0.0,255.8,845.4,143.4,1400.0,143.4,1400.0,369.1,845.4,369.1,0.8725,0.9714,0.9493,0.8551,0.9999,0.9999
000017_left_video_178.jpg,648.4,308.6,623.1,344.9,926.2,255.8,863.1,182.1,0.0,0.0,487.8,0.0,487.8,261.4,0.0,261.4,846.8,149.1,1400.0,149.1,1400.0,372.5,846.8,372.5,0.8567,0.9879,0.9734,0.8571,0.9998,0.9996
000017_left_video_179.jpg,665.8,328.4,636.2,357.2,931.0,255.0,869.1,179.5,0.0,0.0,489.9,0.0,489.9,261.9,0.0,261.9,846.2,146.3,1400.0,146.3,1400.0,373.6,846.2,373.6,0.8467,0.9441,0.8869,0.8642,0.9999,0.9996
000017_left_video_18.jpg,412.4,498.0,505.7,574.3,875.0,503.3,768.6,507.6,0.0,345.6,520.7,345.6,520.7,593.4,0.0,593.4,749.7,445.9,1400.0,445.9,1400.0,579.2,749.7,579.2,0.7429,0.9989,0.9975,0.8881,0.9999,0.9997
000017_left_video_180.jpg,630.1,303.9,619.9,352.5,927.8,253.9,857.8,181.9,0.0,0.0,490.0,0.0,490.0,265.7,0.0,265.7,846.5,148.2,1400.0,148.2,1400.0,373.3,846.5,373.3,0.8591,0.9434,0.8837,0.8468,0.9999,0.9997
000017_left_video_181.jpg,493.9,296.5,523.6,380.1,930.8,253.3,862.0,183.9,0.0,0.0,498.5,0.0,498.5,268.5,0.0,268.5,844.6,149.3,1400.0,149.3,1400.0,374.1,844.6,374.1,0.8755,0.9809,0.9625,0.8467,0.9999,0.9996
000017_left_video_182.jpg,477.2,279.7,510.2,365.9,931.8,259.4,867.0,181.9,0.0,0.0,499.1,0.0,499.1,269.9,0.0,269.9,846.0,148.6,1400.0,148.6,1400.0,372.8,846.0,372.8,0.857,0.9856,0.969,0.8356,0.9999,0.9997
000017_left_video_183.jpg,451.0,259.4,491.9,354.0,936.3,258.9,871.0,182.8,0.0,0.0,504.8,0.0,504.8,283.7,0.0,283.7,842.8,144.9,1400.0,144.9,1400.0,375.0,842.8,375.0,0.8407,0.9973,0.9943,0.8151,0.9999,0.9996
